model,align,role,rel,metric,n,mean,ci_low,ci_high,frac_read_log
llama-3.3-70b,tau_placebo_read,receiver,1,y_raw,36,0.45318085391739643,0.3999361552180017,0.5083757423752568,0.0
llama-3.3-70b,tau_placebo_read,receiver,1,y_adj,36,0.2589394020552636,0.20517376510065022,0.31468387004691606,0.0
llama-3.3-70b,tau_placebo_read,receiver,1,mean_surprisal_bits,36,0.466336273433523,0.39733412556330006,0.5431580515159274,0.0
llama-3.3-70b,tau_placebo_read,receiver,2,y_raw,36,0.010633462473034613,0.0005876213991479554,0.030633111887829,0.9166666666666666
llama-3.3-70b,tau_placebo_read,receiver,2,y_adj,36,0.17459942327660538,0.17327953229379253,0.17541994161002453,0.9166666666666666
llama-3.3-70b,tau_placebo_read,receiver,2,mean_surprisal_bits,36,0.010644773579028242,5.862542669564531e-05,0.03180754783326527,0.9166666666666666
llama-3.3-70b,tau_placebo_read,receiver,3,y_raw,35,0.430382791772632,0.37839698302773805,0.48381023621082964,0.0
llama-3.3-70b,tau_placebo_read,receiver,3,y_adj,35,0.24204813368721326,0.19699293136530574,0.2883598964809163,0.0
llama-3.3-70b,tau_placebo_read,receiver,3,mean_surprisal_bits,35,0.4037562588590224,0.34513894039853055,0.46901253406248977,0.0
llama-3.3-70b,tau_placebo_read,receiver,4,y_raw,37,0.013018767934782897,0.0005425733105648336,0.029102856093817093,0.8378378378378378
llama-3.3-70b,tau_placebo_read,receiver,4,y_adj,37,0.1656314827407283,0.14793587846345044,0.17479670677517517,0.8378378378378378
llama-3.3-70b,tau_placebo_read,receiver,4,mean_surprisal_bits,37,0.01698892693111896,5.410744201254343e-05,0.04480957351010215,0.8378378378378378
llama-3.3-70b,tau_placebo_read,receiver,5,y_raw,35,0.4209047520316806,0.3613525858975454,0.47512850964355685,0.02857142857142857
llama-3.3-70b,tau_placebo_read,receiver,5,y_adj,35,0.24399888115521604,0.20125975484884626,0.28970422930606604,0.02857142857142857
llama-3.3-70b,tau_placebo_read,receiver,5,mean_surprisal_bits,35,0.42574176042928036,0.352587785937261,0.4987100517113565,0.02857142857142857
llama-3.3-70b,tau_read,author,-5,y_raw,40,0.28922183579890476,0.23716940570661385,0.3435316106490634,0.1
llama-3.3-70b,tau_read,author,-5,y_adj,40,0.15309238469644895,0.11447849504227298,0.1942663878345221,0.1
llama-3.3-70b,tau_read,author,-5,mean_surprisal_bits,40,0.2655553328358665,0.2016287831683845,0.33976726625581716,0.1
llama-3.3-70b,tau_read,author,-4,y_raw,37,0.05657201901287175,0.011526055392660092,0.11510029334170276,0.8648648648648649
