model,condition,seed,turn,agent,pos,H_lower_bits,H_lower_re,H_renorm_bits,H_renorm_re,coverage,coverage_re,k
qwen3-235b,base,5,4,A1,5,0.60321423138062,0.0930074924030034,0.60321423138062,0.09296013171603858,1.0,0.9999649104614313,20
qwen3-235b,base,5,4,A1,7,1.184499450321712,1.1775387024528516,1.184499450321712,1.177532491413422,1.0,0.9999765749904312,20
qwen3-235b,base,5,4,A1,11,0.0016244294722985,0.001623397577459481,0.0016244294722985,0.0016233638227754737,1.0,0.999999976576679,20
qwen3-235b,base,5,4,A1,17,0.0008140767435754,0.00081270088433672,0.0008140767435754,0.0008127740696211737,1.0,1.0000000507567672,20
qwen3-235b,base,5,4,A1,28,0.0001825850242904,3.179716689517855e-07,0.0001825850242904,3.3360801720265326e-07,1.0,1.0000000108382932,20
qwen3-235b,base,5,4,A1,31,0.0006593310529735,0.0006591590703534188,0.0006593310529735,0.0006580590048442515,1.0,0.9999992371444403,20
qwen3-235b,base,5,4,A1,32,0.0006596750180394,0.0006591590703534188,0.0006596750180394,0.0006580590048442515,1.0,0.9999992371444403,20
qwen3-235b,base,5,4,A1,33,0.0047680676466408,0.0006591590703534188,0.0047680676466408,0.0006580590048442515,1.0,0.9999992371444403,20
qwen3-235b,base,5,4,A1,37,0.0001110175149845,9.433548784733009e-05,0.0001110175149845,9.43352487970084e-05,1.0,0.9999999998342921,20
qwen3-235b,base,5,4,A1,46,1.1126640130458668e-05,3.2155032225320523e-06,1.1126640130458668e-05,3.209652495311623e-06,1.0,0.9999999959445759,20
qwen3-235b,base,5,4,A1,47,9.06287784260532e-06,3.2155032225320523e-06,9.06287784260532e-06,3.209652495311623e-06,1.0,0.9999999959445759,20
qwen3-235b,base,5,4,A1,48,4.41938028193154e-06,3.2155032225320523e-06,4.41938028193154e-06,3.209652495311623e-06,1.0,0.9999999959445759,20
qwen3-235b,base,5,4,A1,50,0.0092883701134412,0.009288370113441247,0.0092883701134412,0.00928503550376206,1.0,0.9999976736498486,20
qwen3-235b,base,5,4,A1,54,0.0218189165028277,0.021332967234497287,0.0218189165028277,0.021329492664823143,1.0,0.9999975554677056,20
qwen3-235b,base,5,7,A2,7,0.1341629697196908,5.808140935656047e-05,0.1341629697196908,5.7724246099147623e-05,1.0,0.9999997524233586,20
qwen3-235b,base,5,7,A2,10,1.6320554152243856,1.5226875592247853,1.6320554152243856,1.5226922694456295,1.0,0.9999411514280883,20
qwen3-235b,base,5,7,A2,12,0.3635188541654846,0.007891876940824395,0.3635188541654846,0.00788811708375815,1.0,0.9999973795345163,20
qwen3-235b,base,5,7,A2,17,1.0768037398280337,0.6785876004835546,1.0768037398280337,0.6785576675736853,1.0,0.9999608263934099,20
qwen3-235b,base,5,7,A2,18,0.6785884603960504,0.6785876004835546,0.6785884603960504,0.6785576675736853,1.0,0.9999608263934099,20
qwen3-235b,base,5,7,A2,19,0.6786300783229998,0.6785876004835546,0.6786300783229998,0.6785576675736853,1.0,0.9999608263934099,20
qwen3-235b,base,5,7,A2,21,0.001063738355927,3.430197034965867e-07,0.001063738355927,3.601229180458509e-07,1.0,1.0000000118550478,20
qwen3-235b,base,5,7,A2,22,0.0043455264508019,3.430197034965867e-07,0.0043455264508019,3.601229180458509e-07,1.0,1.0000000118550478,20
qwen3-235b,base,5,7,A2,23,3.164284454877518e-05,3.430197034965867e-07,3.164284454877518e-05,3.601229180458509e-07,1.0,1.0000000118550478,20
qwen3-235b,base,5,7,A2,27,2.88608237298289e-05,2.5481968709265595e-06,2.88608237298289e-05,2.689223157202813e-06,1.0,1.0000000977521502,20
qwen3-235b,base,5,7,A2,28,3.7520739303260473e-06,2.5481968709265595e-06,3.7520739303260473e-06,2.689223157202813e-06,1.0,1.0000000977521502,20
qwen3-235b,base,5,7,A2,30,0.2354505864040602,0.08728997936478662,0.2354505864040602,0.08728999559669044,1.0,1.0000000119756849,20
qwen3-235b,base,5,7,A2,51,5.378169616879457e-06,1.7665475825246346e-06,5.378169616879457e-06,1.8611484141921565e-06,1.0,1.0000000655723822,20
qwen3-235b,base,5,7,A2,54,4.353959962984524e-06,1.946208837463133e-06,4.353959962984524e-06,2.0493447433485238e-06,1.0,1.0000000714884614,20
qwen3-235b,base,5,7,A2,63,0.0010623015318425,0.0010521546622354622,0.0010623015318425,0.001052175968854952,1.0,1.000000014779402,20
qwen3-235b,base,5,7,A2,76,2.071297798700603e-06,5.23456421667336e-07,2.071297798700603e-06,5.489824283936451e-07,1.0,1.0000000176932862,20
qwen3-235b,base,5,7,A2,78,2.4600423647714066e-05,5.23456421667336e-07,2.4600423647714066e-05,5.489824283936451e-07,1.0,1.0000000176932862,20
qwen3-235b,base,5,7,A2,81,1.5724394672554904e-06,3.685624078560024e-07,1.5724394672554904e-06,3.868820986455337e-07,1.0,1.0000000126982453,20
qwen3-235b,base,5,7,A2,82,1.916403784889269e-06,3.685624078560024e-07,1.916403784889269e-06,3.868820986455337e-07,1.0,1.0000000126982453,20
qwen3-235b,base,5,7,A2,97,0.004036565557633,2.4348614754631645e-05,0.004036565557633,2.4343708234748653e-05,1.0,0.9999999965990022,20
qwen3-235b,base,5,7,A2,105,5.643327943890608e-06,1.1717997693746938e-06,5.643327943890608e-06,1.2337508975659214e-06,1.0,1.0000000429412856,20
qwen3-235b,base,5,7,A2,107,5.197311811983296e-06,8.977649147042941e-07,5.197311811983296e-06,9.441378822597651e-07,1.0,1.0000000321433122,20
qwen3-235b,base,5,7,A2,109,0.1052051175038445,8.977649147042941e-07,0.1052051175038445,9.441378822597651e-07,1.0,1.0000000321433122,20
qwen3-235b,base,5,7,A2,114,6.191768096199029e-06,6.883547594863179e-07,6.191768096199029e-06,7.235057225187979e-07,1.0,1.0000000243648028,20
qwen3-235b,base,5,7,A2,115,3.784032552094725e-06,6.883547594863179e-07,3.784032552094725e-06,7.235057225187979e-07,1.0,1.0000000243648028,20
qwen3-235b,base,5,7,A2,118,3.339226822368773e-06,7.156746549785573e-08,3.339226822368773e-06,7.479851017937342e-08,1.0,1.0000000022395896,20
qwen3-235b,base,5,7,A2,119,1.1594267116913925e-05,7.156746549785573e-08,1.1594267116913925e-05,7.479851017937342e-08,1.0,1.0000000022395896,20
qwen3-235b,base,5,7,A2,121,0.3467066523810231,2.3365599339210132e-05,0.3467066523810231,2.3394504648660635e-05,1.0,1.0000000200359584,20
qwen3-235b,base,5,7,A2,125,0.3790780047837719,9.81667030090779e-08,0.3790780047837719,1.0265243776549817e-07,1.0,1.0000000031092746,20
qwen3-235b,base,5,7,A2,134,0.3018351206741033,0.18937232479300442,0.3018351206741033,0.18937240724939094,1.0,1.0000000657902293,20
qwen3-235b,base,5,7,A2,142,0.3715225740234705,0.00930583676738093,0.3715225740234705,0.009305840509817667,1.0,1.0000000026109006,20
qwen3-235b,base,5,13,A2,4,1.3164606174700844,1.3097636805452002,1.3164606174700844,1.309441314832618,1.0,0.9975482460374754,20
qwen3-235b,base,5,13,A2,5,1.3098302332229346,1.3097636805452002,1.3098302332229346,1.309441314832618,1.0,0.9975482460374754,20
qwen3-235b,base,5,13,A2,6,1.310009380967204,1.3097636805452002,1.310009380967204,1.309441314832618,1.0,0.9975482460374754,20
qwen3-235b,base,5,13,A2,18,1.0802375916420924e-05,1.3434229715476658e-06,1.0802375916420924e-05,1.4127848260144458e-06,1.0,1.0000000480780198,20
qwen3-235b,base,5,13,A2,21,0.0001541295659141,3.839916635372102e-05,0.0001541295659141,3.8343218725022566e-05,1.0,0.9999999612190275,20
qwen3-235b,base,5,13,A2,23,3.313931851954919e-06,4.627249508400212e-08,3.313931851954919e-06,4.831261864903754e-08,1.0,1.000000001414106,20
qwen3-235b,base,5,13,A2,40,4.595508218042843e-06,3.5636133789659217e-06,4.595508218042843e-06,3.5926780826823132e-06,1.0,1.0000000201461674,20
qwen3-235b,base,5,13,A2,45,3.658549347585626e-05,2.9706236645684493e-05,3.658549347585626e-05,2.974532800696775e-05,1.0,1.0000000270966252,20
qwen3-235b,base,5,13,A2,51,3.2523604941412123e-06,6.726276403425105e-07,3.2523604941412123e-06,7.074858779912666e-07,1.0,1.0000000241619007,19
qwen3-235b,base,5,13,A2,57,2.451082662695016e-05,8.991091036574178e-08,2.451082662695016e-05,9.40432104840626e-08,1.0,1.0000000028642924,20
qwen3-235b,base,5,13,A2,58,5.937285530439009e-06,8.991091036574178e-08,5.937285530439009e-06,9.40432104840626e-08,1.0,1.0000000028642924,20
qwen3-235b,base,5,13,A2,63,0.0421261549951767,3.0410956741776454e-06,0.0421261549951767,3.0289056469691826e-06,1.0,0.9999999915504992,20
qwen3-235b,base,5,13,A2,69,1.692715634676041e-05,1.9648983136271073e-06,1.692715634676041e-05,2.0712868946185544e-06,1.0,1.0000000737430481,20
qwen3-235b,base,5,13,A2,72,3.278684262923643e-06,5.269697218513389e-07,3.278684262923643e-06,5.537125768355668e-07,1.0,1.0000000185367415,20
qwen3-235b,base,5,13,A2,73,1.730846781250827e-06,5.269697218513389e-07,1.730846781250827e-06,5.537125768355668e-07,1.0,1.0000000185367415,20
qwen3-235b,base,5,13,A2,95,8.145702591449142e-06,3.3302123135001403e-06,8.145702591449142e-06,3.5142987692312756e-06,1.0,1.0000001275993105,20
qwen3-235b,base,5,13,A2,97,4.6621872778938005e-06,3.626403806147986e-07,4.6621872778938005e-06,3.8080512722627134e-07,1.0,1.0000000125908461,20
qwen3-235b,base,5,13,A2,99,2.461158187251173e-05,3.626403806147986e-07,2.461158187251173e-05,3.8080512722627134e-07,1.0,1.0000000125908461,20
qwen3-235b,base,5,13,A2,105,0.0001724925946115,0.00016802106643705158,0.0001724925946115,0.0001680691698179116,1.0,1.000000033346607,20
qwen3-235b,base,5,13,A2,107,5.025649366871758e-06,5.541211923558439e-07,5.025649366871758e-06,5.819897186038723e-07,1.0,1.000000019316998,20
qwen3-235b,base,5,13,A2,108,2.445926558992563e-06,5.541211923558439e-07,2.445926558992563e-06,5.819897186038723e-07,1.0,1.000000019316998,20
qwen3-235b,base,5,13,A2,109,5.163025739884298e-05,5.541211923558439e-07,5.163025739884298e-05,5.819897186038723e-07,1.0,1.000000019316998,20
qwen3-235b,base,5,13,A2,111,0.0180689599589002,2.072023758319138e-06,0.0180689599589002,2.0150573726051245e-06,1.0,0.9999999605138544,20
qwen3-235b,base,5,13,A2,114,0.0007029463406524,0.0006993347186180655,0.0007029463406524,0.000699415586124316,1.0,1.00000005608027,20
qwen3-235b,base,5,13,A2,117,1.206183938717617,0.7125733935817388,1.206183938717617,0.712573328641575,1.0,0.9999999110556933,20
qwen3-235b,base,5,13,A2,122,0.940649000430704,0.9053507031466336,0.940649000430704,0.9053507136307484,1.0,1.0000000195109802,20
qwen3-235b,base,5,15,A1,5,0.8738801545202591,0.5138588319354771,0.8738801545202591,0.5136184296907329,1.0,0.9997411940390591,20
qwen3-235b,base,5,15,A1,14,1.2746298286222524e-05,1.1370439047504254e-05,1.2746298286222524e-05,1.1325408973887837e-05,1.0,0.9999999687872859,17
qwen3-235b,base,5,15,A1,17,0.0002298880553046,0.0002250725650266822,0.0002298880553046,0.0002252035290390908,1.0,1.0000000907915043,20
qwen3-235b,base,5,15,A1,29,2.6267123468334862e-06,3.9094315460830135e-07,2.6267123468334862e-06,4.096345783078618e-07,1.0,1.0000000129559112,20
qwen3-235b,base,5,15,A1,30,3.255062243621162e-05,3.9094315460830135e-07,3.255062243621162e-05,4.096345783078618e-07,1.0,1.0000000129559112,20
qwen3-235b,base,5,15,A1,34,6.591119519862038e-05,6.229957316426556e-05,6.591119519862038e-05,6.240403847046277e-05,1.0,1.000000072412962,20
qwen3-235b,base,5,15,A1,47,4.0164634801589085e-06,1.7806942879337237e-06,4.0164634801589085e-06,1.7010039830043138e-06,1.0,0.9999999447628232,20
qwen3-235b,base,5,15,A1,50,0.1760424803638383,0.1760421363986595,0.1760424803638383,0.17601982840916414,1.0,0.9999823883715282,20
qwen3-235b,base,5,15,A1,54,0.0175116024344344,0.016693833042843137,0.0175116024344344,0.016688965707940408,1.0,0.9999965867303152,20
qwen3-235b,base,5,20,A1,8,0.1004394584123512,0.0777152254014107,0.1004394584123512,0.07771424073365789,1.0,0.9999992786212611,20
qwen3-235b,base,5,20,A1,15,1.8053909387128265e-05,1.8053909387128265e-05,1.8053909387128265e-05,1.6776698163055885e-05,1.0,0.9999991146939542,19
qwen3-235b,base,5,20,A1,23,1.073362580143839e-05,2.4279843728662147e-07,1.073362580143839e-05,2.5490910185591014e-07,1.0,1.0000000083944744,20
qwen3-235b,base,5,20,A1,26,4.649676906269616e-05,1.554088942792596e-05,4.649676906269616e-05,1.5504624007834028e-05,1.0,0.9999999748624558,20
qwen3-235b,base,5,20,A1,35,1.4383891867346503e-05,1.3180014807947018e-05,1.4383891867346503e-05,1.3259460138736422e-05,1.0,1.0000000550678116,20
qwen3-235b,base,5,20,A1,38,2.4138172510801654e-06,3.5002986913974124e-07,2.4138172510801654e-06,3.688220795482713e-07,1.0,1.000000013025771,20
qwen3-235b,base,5,20,A1,48,8.88371069887252e-06,4.566349616727079e-07,8.88371069887252e-06,4.790411897472463e-07,1.0,1.0000000155308189,20
qwen3-235b,base,5,20,A1,58,0.0003884097947076,1.3805568599328737e-05,0.0003884097947076,1.3797110539661443e-05,1.0,0.9999999941372637,20
qwen3-235b,base,5,26,A1,8,0.6355662962398992,0.6226209169953976,0.6355662962398992,0.6225865945142663,1.0,0.99995814730985,20
qwen3-235b,base,5,26,A1,11,8.863008475722934e-05,8.811413707116593e-05,8.863008475722934e-05,8.72593897721079e-05,1.0,0.9999994074983074,20
qwen3-235b,base,5,26,A1,13,8.8802067182571e-05,8.811413707116593e-05,8.8802067182571e-05,8.72593897721079e-05,1.0,0.9999994074983074,20
qwen3-235b,base,5,26,A1,18,9.226557563267452e-06,5.270973015443281e-06,9.226557563267452e-06,5.410592279795058e-06,1.0,1.0000000967770577,20
qwen3-235b,base,5,26,A1,33,0.0011560831143074,0.0011553951841960842,0.0011560831143074,0.001154775082611813,1.0,0.9999995698339252,20
qwen3-235b,base,5,26,A1,38,3.4715150995173425e-05,2.0096847274986128e-05,3.4715150995173425e-05,2.0058547178153915e-05,1.0,0.9999999734520264,20
qwen3-235b,base,5,26,A1,48,6.930857290386292e-06,2.235808353719655e-07,6.930857290386292e-06,2.3442828288417905e-07,1.0,1.0000000075188789,20
qwen3-235b,base,5,26,A1,55,0.0409906645532566,0.013836089601540931,0.0409906645532566,0.013835980440793982,1.0,0.9999999236028562,20
qwen3-235b,base,5,26,A1,58,0.0127242011662062,1.0849227241819612e-05,0.0127242011662062,1.0959723051711396e-05,1.0,1.000000076590438,20
qwen3-235b,base,5,28,A1,5,0.0768877084195137,0.07178062855937604,0.0768877084195137,0.07075032557297697,1.0,0.9992487232046852,20
qwen3-235b,base,6,1,A2,7,0.4824411011660178,0.4824400692711787,0.4824411011660178,0.46913883366184056,1.0,0.9861956269919091,20
qwen3-235b,base,6,1,A2,8,0.4824400692711787,0.4824400692711787,0.4824400692711787,0.46913883366184056,1.0,0.9861956269919091,20
qwen3-235b,base,6,1,A2,9,0.4824412731482381,0.4824400692711787,0.4824412731482381,0.46913883366184056,1.0,0.9861956269919091,20
qwen3-235b,base,6,1,A2,15,3.759623601081148e-06,1.6958362191407234e-06,3.759623601081148e-06,1.7873746853735405e-06,1.0,1.0000000634497064,20
qwen3-235b,base,6,1,A2,17,7.572635454620653e-06,1.5532802543724139e-06,7.572635454620653e-06,1.6365670733868414e-06,1.0,1.0000000577300876,20
qwen3-235b,base,6,1,A1,4,8.831693970012971e-06,2.3263826769026143e-07,8.831693970012971e-06,2.4366303693444235e-07,1.0,1.000000007641789,20
qwen3-235b,base,6,1,A1,13,1.928425458642665e-06,5.525662199243971e-07,1.928425458642665e-06,5.804407013699376e-07,1.0,1.0000000193211258,20
qwen3-235b,base,6,1,A1,14,1.1903287259331186e-05,5.525662199243971e-07,1.1903287259331186e-05,5.804407013699376e-07,1.0,1.0000000193211258,20
qwen3-235b,base,6,1,A1,15,3.648244012532804e-06,5.525662199243971e-07,3.648244012532804e-06,5.804407013699376e-07,1.0,1.0000000193211258,20
qwen3-235b,base,6,1,A1,17,0.0004632328844925,0.0004609971153003209,0.0004632328844925,0.00046104964648639057,1.0,1.000000036423483,20
qwen3-235b,base,6,1,A1,18,0.0004628889206669,0.0004609971153003209,0.0004628889206669,0.00046104964648639057,1.0,1.000000036423483,20
qwen3-235b,base,6,1,A1,19,0.0074346267288682,0.0004609971153003209,0.0074346267288682,0.00046104964648639057,1.0,1.000000036423483,20
qwen3-235b,base,6,2,A2,5,0.066814641727975,0.0026921541468957824,0.066814641727975,0.0026921731399850244,1.0,1.000000013189619,20
qwen3-235b,base,6,2,A2,11,0.0737158221344837,0.03197092556791011,0.0737158221344837,0.03197085035511784,1.0,0.9999999466849758,20
qwen3-235b,base,6,2,A2,15,1.216752547280753e-05,4.7284725038540076e-07,1.216752547280753e-05,4.966170799789387e-07,1.0,1.000000016475996,20
qwen3-235b,base,6,2,A2,42,2.816275605642496e-06,2.3654275184379418e-07,2.816275605642496e-06,2.490842311267007e-07,1.0,1.0000000086930925,20
qwen3-235b,base,6,2,A2,65,0.0022345695921714,0.002228722217551403,0.0022345695921714,0.0022287753302046446,1.0,1.0000000368718474,20
qwen3-235b,base,6,2,A2,66,0.0022687925058792,0.002228722217551403,0.0022687925058792,0.0022287753302046446,1.0,1.0000000368718474,20
qwen3-235b,base,6,2,A2,79,8.913265379321145e-06,1.1741086005311519e-06,8.913265379321145e-06,1.238688417153825e-06,1.0,1.0000000447633552,20
qwen3-235b,base,6,2,A2,90,0.0668012707718885,9.371886311374954e-06,0.0668012707718885,9.252132962408208e-06,1.0,0.999999916992768,20
qwen3-235b,base,6,2,A2,95,0.032767641879036,8.399933270848841e-07,0.032767641879036,8.844522512970102e-07,1.0,1.0000000308165964,18
qwen3-235b,base,6,2,A2,97,5.522624373247208e-06,1.9211036534496637e-08,5.522624373247208e-06,2.007261537947066e-08,1.0,1.000000000597201,20
qwen3-235b,base,6,2,A2,107,2.519552046383524e-06,6.27746679746805e-07,2.519552046383524e-06,6.626340382542008e-07,1.0,1.000000024182085,20
qwen3-235b,base,6,2,A2,109,0.0587649624229634,9.210799039497415e-06,0.0587649624229634,9.232463069339222e-06,1.0,1.0000000150164572,20
qwen3-235b,base,6,2,A1,3,0.3303548748548732,0.00073061316381557,0.3303548748548732,0.0007289268784643349,1.0,0.9999988305645179,20
qwen3-235b,base,6,2,A1,8,0.0545200100483187,0.01317926565571467,0.0545200100483187,0.013178265638822406,1.0,0.9999993004508498,20
qwen3-235b,base,6,2,A1,12,0.4596355785371033,0.02643982263377208,0.4596355785371033,0.02643978183049914,1.0,0.9999999711893225,20
qwen3-235b,base,6,2,A1,16,1.567241660369284e-06,3.633646009697961e-07,1.567241660369284e-06,3.832639032579879e-07,1.0,1.0000000137931488,20
qwen3-235b,base,6,2,A1,20,4.621234415076212e-06,1.6975382277340067e-06,4.621234415076212e-06,1.788297421285109e-06,1.0,1.0000000629095551,20
qwen3-235b,base,6,2,A1,32,1.5601141455811052e-05,8.108612147843738e-07,1.5601141455811052e-05,8.546970123027663e-07,1.0,1.000000030384677,20
qwen3-235b,base,6,2,A1,41,2.777165583427069e-05,3.694688608223958e-06,2.777165583427069e-05,3.9020820991836095e-06,1.0,1.000000143754592,20
qwen3-235b,base,6,2,A1,42,0.0668153389793703,3.694688608223958e-06,0.0668153389793703,3.9020820991836095e-06,1.0,1.000000143754592,20
qwen3-235b,base,6,2,A1,49,2.167629202072213e-06,2.7582383543549313e-07,2.167629202072213e-06,2.888153287590788e-07,1.0,1.0000000090050187,20
qwen3-235b,base,6,2,A1,51,3.0275383765077976e-06,2.7582383543549313e-07,3.0275383765077976e-06,2.888153287590788e-07,1.0,1.0000000090050187,20
qwen3-235b,base,6,2,A1,57,0.5626112282380006,0.04090319099625359,0.5626112282380006,0.04090318863591851,1.0,0.9999999983162015,20
qwen3-235b,base,6,2,A1,59,0.9067669183695818,0.8399482946578808,0.9067669183695818,0.8399482786195698,1.0,0.9999999733912938,20
qwen3-235b,base,6,2,A1,61,0.0852785918953426,6.830075319324601e-07,0.0852785918953426,7.203756588315962e-07,1.0,1.0000000259016244,20
qwen3-235b,base,6,2,A1,62,0.0033551515040743,6.830075319324601e-07,0.0033551515040743,7.203756588315962e-07,1.0,1.0000000259016244,20
qwen3-235b,base,6,4,A2,6,0.6154177613849441,0.43249961507312024,0.6154177613849441,0.4322078232470416,1.0,0.999711176944457,20
qwen3-235b,base,6,4,A2,7,0.4343484780005245,0.43249961507312024,0.4343484780005245,0.4322078232470416,1.0,0.999711176944457,20
qwen3-235b,base,6,4,A2,15,5.7051971176770046e-05,2.592411891624448e-05,5.7051971176770046e-05,2.6005552980435845e-05,1.0,1.000000056446808,20
qwen3-235b,base,6,4,A2,16,2.78159242828812e-05,2.592411891624448e-05,2.78159242828812e-05,2.6005552980435845e-05,1.0,1.000000056446808,20
qwen3-235b,base,6,4,A2,20,0.1057139443243078,0.00034728856274800804,0.1057139443243078,0.0003472395535002539,1.0,0.9999999660211992,20
qwen3-235b,base,6,4,A2,39,3.125184564327389e-05,1.2399338274831705e-07,3.125184564327389e-05,1.3040094731272702e-07,1.0,1.0000000044413857,20
qwen3-235b,base,6,4,A2,47,3.138686835862179e-06,9.029176436369941e-07,3.138686835862179e-06,9.511112942592872e-07,1.0,1.0000000334053145,20
qwen3-235b,base,6,4,A2,69,4.14615041098535e-06,3.6254693537902885e-07,4.14615041098535e-06,3.801249252494557e-07,1.0,1.0000000121841373,20
qwen3-235b,base,6,4,A2,79,0.3951048052424881,5.2579696060003226e-08,0.3951048052424881,5.502065442868868e-08,1.0,1.0000000016919435,20
qwen3-235b,base,6,4,A2,94,8.94822506067798e-06,1.7719009029358754e-07,8.94822506067798e-06,1.855124932794954e-07,1.0,1.000000005768651,20
qwen3-235b,base,6,4,A2,103,0.1314085694938259,4.864069542752149e-07,0.1314085694938259,5.110261340817932e-07,1.0,1.000000017064721,20
qwen3-235b,base,6,4,A2,111,0.0001181053018146,4.835565254127001e-07,0.0001181053018146,5.080606430335679e-07,1.0,1.0000000169849659,20
qwen3-235b,base,6,4,A2,113,2.407532899476332e-05,1.7033345136583712e-07,2.407532899476332e-05,1.7838393348822575e-07,1.0,1.0000000055801697,20
qwen3-235b,base,6,4,A2,115,0.0017907804305627,1.7033345136583712e-07,0.0017907804305627,1.7838393348822575e-07,1.0,1.0000000055801697,20
qwen3-235b,base,6,4,A2,120,1.54405228377888e-05,6.502425967621253e-07,1.54405228377888e-05,6.838534657905958e-07,1.0,1.0000000232972899,20
qwen3-235b,base,6,4,A2,121,5.637713700907392e-06,6.502425967621253e-07,5.637713700907392e-06,6.838534657905958e-07,1.0,1.0000000232972899,20
qwen3-235b,base,6,4,A2,123,4.677958554855555e-06,7.223740070313835e-07,4.677958554855555e-06,7.59016556228638e-07,1.0,1.0000000253986927,20
qwen3-235b,base,6,4,A2,124,4.677958554855555e-06,7.223740070313835e-07,4.677958554855555e-06,7.59016556228638e-07,1.0,1.0000000253986927,20
qwen3-235b,base,6,4,A2,125,0.0154259528069759,7.223740070313835e-07,0.0154259528069759,7.59016556228638e-07,1.0,1.0000000253986927,20
qwen3-235b,base,6,6,A1,8,0.2017180877064046,0.19448368045772957,0.2017180877064046,0.1944812995363223,1.0,0.9999980925349938,20
qwen3-235b,base,6,6,A1,12,5.516924868352786e-06,2.2492655114818696e-06,5.516924868352786e-06,2.1951273824712963e-06,1.0,0.9999999624742507,20
qwen3-235b,base,6,6,A1,16,1.1835981715020666e-05,7.880397167196496e-06,1.1835981715020666e-05,7.973257283027861e-06,1.0,1.0000000643660811,20
qwen3-235b,base,6,6,A1,17,1.252390624991585e-05,7.880397167196496e-06,1.252390624991585e-05,7.973257283027861e-06,1.0,1.0000000643660811,20
qwen3-235b,base,6,6,A1,20,3.5508560062116624e-05,7.992123183095511e-06,3.5508560062116624e-05,8.09866533053322e-06,1.0,1.000000073849801,20
qwen3-235b,base,6,6,A1,28,9.764730013846472e-05,2.20640298286547e-06,9.764730013846472e-05,2.1522712246531144e-06,1.0,0.9999999624786677,20
qwen3-235b,base,6,6,A1,29,8.629856619474555e-05,2.20640298286547e-06,8.629856619474555e-05,2.1522712246531144e-06,1.0,0.9999999624786677,20
qwen3-235b,base,6,6,A1,36,2.924631776001291e-05,3.7935601799167256e-06,2.924631776001291e-05,4.00743981683754e-06,1.0,1.0000001482504681,20
qwen3-235b,base,6,6,A1,42,0.0029333358477838,0.0029331638651637626,0.0029333358477838,0.0029301958246001113,1.0,0.9999979385219473,20
qwen3-235b,base,6,6,A1,43,0.0029333358477838,0.0029331638651637626,0.0029333358477838,0.0029301958246001113,1.0,0.9999979385219473,20
qwen3-235b,base,6,6,A1,44,0.0029331638651637,0.0029331638651637626,0.0029331638651637,0.0029301958246001113,1.0,0.9999979385219473,20
qwen3-235b,base,6,6,A1,48,0.0887921478312206,1.374957181041198e-06,0.0887921478312206,1.4495015466075068e-06,1.0,1.0000000516702674,20
qwen3-235b,base,6,6,A1,54,0.3783676400066333,0.3774140827603084,0.3783676400066333,0.37741390002971503,1.0,0.9999998284672397,20
qwen3-235b,base,6,6,A1,56,0.0007163778620346,0.000372191822623685,0.0007163778620346,0.00037234472797007564,1.0,1.000000106013265,20
qwen3-235b,base,6,11,A2,4,3.506760891002337e-06,2.3910153413142094e-07,3.506760891002337e-06,2.5113484976987646e-07,1.0,1.0000000083408602,20
qwen3-235b,base,6,11,A2,8,1.0008695016542866,0.9743063613677254,1.0008695016542866,0.9737813013235527,1.0,0.9988783268581057,20
qwen3-235b,base,6,11,A2,12,0.6406730975762152,0.6404901428511017,0.6406730975762152,0.6404813092798692,1.0,0.9999889883975404,20
qwen3-235b,base,6,22,A1,11,0.0314558585078561,0.005488166009628584,0.0314558585078561,0.00548688318295392,1.0,0.9999991074172224,20
qwen3-235b,base,6,22,A1,15,1.419631036767099e-05,7.818513142664793e-07,1.419631036767099e-05,8.226021163602768e-07,1.0,1.0000000282463193,20
qwen3-235b,base,6,22,A1,19,0.0001320204116256,0.00011396257215717565,0.0001320204116256,0.0001131880201036207,1.0,0.9999994630791591,20
qwen3-235b,base,6,22,A1,22,8.209683785045851e-05,8.037701437611402e-05,8.209683785045851e-05,7.98043650034499e-05,1.0,0.9999996030476652,20
qwen3-235b,base,6,22,A1,31,0.0005559376518231,7.543619767064426e-07,0.0005559376518231,7.944439064132533e-07,1.0,1.0000000277826915,20
qwen3-235b,base,6,22,A1,32,2.947460686657479e-05,7.543619767064426e-07,2.947460686657479e-05,7.944439064132533e-07,1.0,1.0000000277826915,20
qwen3-235b,base,6,22,A1,45,0.0121437719835175,0.012143600000897252,0.0121437719835175,0.012141037890999379,1.0,0.9999982090069957,20
qwen3-235b,base,6,22,A1,46,0.0121436000008974,0.012143600000897252,0.0121436000008974,0.012141037890999379,1.0,0.9999982090069957,20
qwen3-235b,base,6,22,A1,47,0.0121436000008974,0.012143600000897252,0.0121436000008974,0.012141037890999379,1.0,0.9999982090069957,20
qwen3-235b,base,6,22,A1,51,0.5069298527006474,1.874556891647648e-05,0.5069298527006474,1.8738045965835538e-05,1.0,0.9999999947854202,20
qwen3-235b,base,6,22,A1,56,0.1662820182124194,0.004965482250172039,0.1662820182124194,0.004964976606341726,1.0,0.9999996483039952,20
qwen3-235b,base,6,22,A1,59,0.1529428799621269,0.00034117172928683045,0.1529428799621269,0.00034038072721601195,1.0,0.9999994515896058,20
qwen3-235b,base,6,25,A2,4,5.811126019312906e-06,3.077126826001947e-07,5.811126019312906e-06,3.2350735483588483e-07,1.0,1.000000010948035,20
