model,condition,seed,align,direction,role,agent,rel,action,y_raw,y_adj,mean_surprisal_bits
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,receiver,A2,-5,write_log,0.3785786783875793,0.195664808394783,0.2775135236342348
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,receiver,A2,-4,read_log,0.0006587821217529,0.17536818684822042,6.535192725256384e-05
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,receiver,A2,-3,write_log,0.428965351690224,0.23389101490734715,0.3057897045249426
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,receiver,A2,-2,read_log,0.0005645768663074,0.1752739815927749,5.4173516813951855e-05
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,receiver,A2,-1,write_log,0.2307652603849838,0.05039645190407954,0.0864505849367405
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,receiver,A2,0,read_log,0.0004746303430956,0.17518403506956312,4.591863823970615e-05
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,receiver,A2,1,write_log,0.5545176128646208,0.3692406321832755,0.2850273659130043
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,receiver,A2,2,read_log,0.0005631464568773,0.1752725511833448,5.554932553591449e-05
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,receiver,A2,3,write_log,0.5202130146848928,0.3306630693993783,0.2195986036241225
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,receiver,A2,4,read_log,0.0005384947337759,0.1752478994602434,5.400153941158303e-05
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,receiver,A2,5,write_log,0.3123058955315553,0.10410689891491026,0.2704765321223687
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,author,A1,-5,write_log,0.3327237987727946,0.16321844854308154,0.2915413520387638
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,author,A1,-4,read_log,0.0003800039801757,0.17508940870664322,3.800766460950525e-05
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,author,A1,-3,write_log,0.4347063012685552,0.2530404842487616,0.3601495552824736
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,author,A1,-2,read_log,0.0005123604405812,0.1752217651670487,5.056201235818247e-05
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,author,A1,-1,write_log,0.6265077063224826,0.4519046734670055,0.6625110485806526
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,author,A1,0,read_log,0.0007603360320606,0.17546974075852811,7.773406404088995e-05
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,author,A1,1,write_log,0.7288916451133076,0.5512802229746054,1.1790048283904446
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,author,A1,2,read_log,0.0008376134847759,0.1755470182112434,8.581679201246536e-05
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,author,A1,3,write_log,0.4004561088783943,0.19462022295029813,0.510887583127669
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,author,A1,4,read_log,0.0007712265273424,0.17548063125380992,7.721814233077144e-05
llama-3.3-70b,placebo,19,tau_placebo_read,donor->A2,author,A1,5,write_log,0.4303020487685555,0.24863623174876187,0.4834174382935511
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,receiver,A1,-5,write_log,0.3188007152984914,0.15532464391083262,0.1593363293634623
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,receiver,A1,-4,read_log,0.0003630248578293,0.1750724295842968,3.474007821901563e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,receiver,A1,-3,write_log,0.3553161545053744,0.18970582786652784,0.4836582484337324
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,receiver,A1,-2,read_log,0.0004015629228961,0.1751109676493636,4.007140131067212e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,receiver,A1,-1,write_log,0.3435841546140848,0.15946762558639105,0.379425933320854
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,receiver,A1,0,read_log,0.0006641188908714,0.1753735236173389,6.655574807516967e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,receiver,A1,1,write_log,0.513986010433624,0.3127413733637831,0.727738574248732
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,receiver,A1,2,read_log,0.0006763639680992,0.1753857686945667,6.844747325875683e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,receiver,A1,3,write_log,0.6275468844445332,0.44006445477359435,0.6519705795477498
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,receiver,A1,4,read_log,0.0008740900461051,0.17558349477257262,8.839637432058798e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,receiver,A1,5,write_log,0.7649433267760173,0.574406159560984,0.5126258661999241
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,author,A2,-5,write_log,0.2694773850818122,0.08781156806201856,0.1267371956694924
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,author,A2,-4,read_log,0.0005533250686427,0.1752627297951102,5.434549421632068e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,author,A2,-3,write_log,0.2451374871045853,0.05364171715586272,0.2663062286501502
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,author,A2,-2,read_log,0.0004717925172083,0.1751811972436758,4.437084161838673e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,author,A2,-1,write_log,0.5982207663608942,0.4141042373332004,0.5036327274140326
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,author,A2,0,read_log,0.0005254160257168,0.1752348207521843,5.193782632863908e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,author,A2,1,write_log,0.4572937105088237,0.26579794056010114,0.2400680453435792
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,author,A2,3,decrypt,0.0001685684576307,0.16606678033814087,1.2855559461658432e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,author,A2,4,write_log,0.0977687582660147,-0.09730557851686214,0.057024570495371
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A1,author,A2,5,read_log,0.0005559959422292,0.1752654006686967,5.4173516813951855e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,receiver,A2,-5,write_log,0.2694773850818122,0.08781156806201856,0.1267371956694924
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,receiver,A2,-4,read_log,0.0005533250686427,0.1752627297951102,5.434549421632068e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,receiver,A2,-3,write_log,0.2451374871045853,0.05364171715586272,0.2663062286501502
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,receiver,A2,-2,read_log,0.0004717925172083,0.1751811972436758,4.437084161838673e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,receiver,A2,-1,write_log,0.5982207663608942,0.4141042373332004,0.5036327274140326
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,receiver,A2,0,read_log,0.0005254160257168,0.1752348207521843,5.193782632863908e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,receiver,A2,1,write_log,0.4572937105088237,0.26579794056010114,0.2400680453435792
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,receiver,A2,3,decrypt,0.0001685684576307,0.16606678033814087,1.2855559461658432e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,receiver,A2,4,write_log,0.0977687582660147,-0.09730557851686214,0.057024570495371
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,receiver,A2,5,read_log,0.0005559959422292,0.1752654006686967,5.4173516813951855e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,author,A1,-5,write_log,0.3188007152984914,0.15532464391083262,0.1593363293634623
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,author,A1,-4,read_log,0.0003630248578293,0.1750724295842968,3.474007821901563e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,author,A1,-3,write_log,0.3553161545053744,0.18970582786652784,0.4836582484337324
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,author,A1,-2,read_log,0.0004015629228961,0.1751109676493636,4.007140131067212e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,author,A1,-1,write_log,0.3435841546140848,0.15946762558639105,0.379425933320854
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,author,A1,0,read_log,0.0006641188908714,0.1753735236173389,6.655574807516967e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,author,A1,1,write_log,0.513986010433624,0.3127413733637831,0.727738574248732
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,author,A1,2,read_log,0.0006763639680992,0.1753857686945667,6.844747325875683e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,author,A1,3,write_log,0.6275468844445332,0.44006445477359435,0.6519705795477498
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,author,A1,4,read_log,0.0008740900461051,0.17558349477257262,8.839637432058798e-05
llama-3.3-70b,placebo,20,tau_placebo_read,donor->A2,author,A1,5,write_log,0.7649433267760173,0.574406159560984,0.5126258661999241
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,receiver,A1,-5,write_log,0.190169248732704,0.19366594169202914,0.302396644507143
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,receiver,A1,-4,read_log,0.05541268059342,0.021332364497637785,0.0089046494064832
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,receiver,A1,-3,write_log,0.1714905278401071,0.20104678756645983,0.333568907048368
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,receiver,A1,-2,read_log,0.0271277599623759,-0.006952556133406316,0.0039308958631966
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,receiver,A1,-1,read_log,0.1528406636683506,0.1187603475725684,0.0313671595823273
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,receiver,A1,0,read_log,0.1311977892527489,0.09711747315696667,0.0255198053914407
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,receiver,A1,1,write_log,0.1188678201282457,0.3213114816021437,0.1275637309532249
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,receiver,A1,2,read_log,0.1614157271935488,0.12733541109776658,0.0410005134746414
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,receiver,A1,3,submit,0.0400545990785226,0.27384840186877507,0.0579209085881385
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,author,A2,-5,read_log,0.121346325793083,0.08726600969730079,0.0253711009952597
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,author,A2,-4,write_log,0.1712130191145025,0.3042007764257155,0.1367850729227674
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,author,A2,-3,read_log,0.1209840805660324,0.08690376447025018,0.0228427194953382
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,author,A2,-2,write_log,0.3437981332293112,0.3133521402090807,0.3958154460857689
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,author,A2,-1,read_log,0.0196714047726332,-0.014408911323149014,0.002589814979309
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,author,A2,0,read_log,0.3785740949163583,0.3444937788205761,0.1225616840405067
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,author,A2,1,write_log,0.2039906911521499,0.37563722554288403,0.2181142213497084
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,author,A2,2,read_log,0.2814738757215137,0.2473935596257315,0.0939686546334319
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,author,A2,3,write_log,0.2158932608437493,0.24544952057010203,0.1852591881581742
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,author,A2,4,read_log,0.5276338400188366,0.4935535239230544,0.3511371932068584
qwen3-235b,placebo,1,tau_placebo_read,donor->A1,author,A2,5,submit,0.0350579246151832,0.24632726377437125,0.0538788830576977
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,receiver,A2,-5,read_log,0.121346325793083,0.08726600969730079,0.0253711009952597
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,receiver,A2,-4,write_log,0.1712130191145025,0.3042007764257155,0.1367850729227674
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,receiver,A2,-3,read_log,0.1209840805660324,0.08690376447025018,0.0228427194953382
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,receiver,A2,-2,write_log,0.3437981332293112,0.3133521402090807,0.3958154460857689
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,receiver,A2,-1,read_log,0.0196714047726332,-0.014408911323149014,0.002589814979309
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,receiver,A2,0,read_log,0.3785740949163583,0.3444937788205761,0.1225616840405067
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,receiver,A2,1,write_log,0.2039906911521499,0.37563722554288403,0.2181142213497084
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,receiver,A2,2,read_log,0.2814738757215137,0.2473935596257315,0.0939686546334319
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,receiver,A2,3,write_log,0.2158932608437493,0.24544952057010203,0.1852591881581742
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,receiver,A2,4,read_log,0.5276338400188366,0.4935535239230544,0.3511371932068584
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,receiver,A2,5,submit,0.0350579246151832,0.24632726377437125,0.0538788830576977
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,author,A1,-5,write_log,0.190169248732704,0.19366594169202914,0.302396644507143
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,author,A1,-4,read_log,0.05541268059342,0.021332364497637785,0.0089046494064832
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,author,A1,-3,write_log,0.1714905278401071,0.20104678756645983,0.333568907048368
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,author,A1,-2,read_log,0.0271277599623759,-0.006952556133406316,0.0039308958631966
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,author,A1,-1,read_log,0.1528406636683506,0.1187603475725684,0.0313671595823273
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,author,A1,0,read_log,0.1311977892527489,0.09711747315696667,0.0255198053914407
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,author,A1,1,write_log,0.1188678201282457,0.3213114816021437,0.1275637309532249
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,author,A1,2,read_log,0.1614157271935488,0.12733541109776658,0.0410005134746414
qwen3-235b,placebo,1,tau_placebo_read,donor->A2,author,A1,3,submit,0.0400545990785226,0.27384840186877507,0.0579209085881385
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,receiver,A1,-5,read_log,0.5892028022455079,0.5551224861497257,0.2566850087469488
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,receiver,A1,-4,read_log,0.6100235772220278,0.5759432611262456,0.4081176681862538
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,receiver,A1,-3,write_log,0.2268628495075201,0.31208679324049926,0.2582126261360327
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,receiver,A1,-2,write_log,0.4941528786433543,0.49194310141317255,0.6556783485304355
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,receiver,A1,-1,write_log,0.2336549362832802,0.16116833730672142,0.5063915435137905
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,receiver,A1,0,read_log,0.0261672523881144,-0.007913063707667815,0.0036986964279966
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,receiver,A1,1,read_log,0.5367495892515523,0.50266927315577,0.2974311604231993
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,receiver,A1,2,read_log,0.5167887264465365,0.4827084103507543,0.7699395845751577
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,receiver,A1,3,write_log,0.2354953323246904,0.3359628380949602,0.2896161469724442
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,receiver,A1,4,write_log,0.4044937159341359,0.3871563289715936,0.3672769123999236
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,receiver,A1,5,read_log,0.4411949387890196,0.4071146226932374,0.209336035725813
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,author,A2,-5,read_log,0.4569363592370838,0.4228560431413016,1.1762025058251304
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,author,A2,-4,write_log,0.4599446723182653,0.29273280434443644,0.5834076773246718
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,author,A2,-3,read_log,0.0158585528496298,-0.018221763246152416,0.0019519526505778
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,author,A2,-2,write_log,0.2504903165669309,0.1983577830118644,0.3550441681187071
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,author,A2,-1,read_log,0.0133612121673266,-0.020719103928455614,0.0016916488487783
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,author,A2,0,read_log,0.5935583727049398,0.5594780566091576,0.3128597025569045
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,author,A2,1,read_log,0.7792997075241144,0.7452193914283322,1.1256001362943246
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,author,A2,2,read_log,0.8038898861478095,0.7698095700520273,0.6017795059875967
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,author,A2,3,write_log,0.7257180948454047,0.7528345195471999,0.9069838087782944
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,author,A2,4,read_log,0.0242044956031123,-0.009875820492669916,0.0032500619419992
qwen3-235b,placebo,2,tau_placebo_read,donor->A1,author,A2,5,write_log,0.1815923415014775,0.24620317377959713,0.1809963303444489
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,receiver,A2,-5,read_log,0.121346325793083,0.08726600969730079,0.0253711009952597
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,receiver,A2,-4,read_log,0.4569363592370838,0.4228560431413016,1.1762025058251304
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,receiver,A2,-3,write_log,0.4599446723182653,0.29273280434443644,0.5834076773246718
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,receiver,A2,-2,read_log,0.0158585528496298,-0.018221763246152416,0.0019519526505778
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,receiver,A2,-1,write_log,0.2504903165669309,0.1983577830118644,0.3550441681187071
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,receiver,A2,0,read_log,0.0133612121673266,-0.020719103928455614,0.0016916488487783
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,receiver,A2,1,read_log,0.5935583727049398,0.5594780566091576,0.3128597025569045
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,receiver,A2,2,read_log,0.7792997075241144,0.7452193914283322,1.1256001362943246
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,receiver,A2,3,read_log,0.8038898861478095,0.7698095700520273,0.6017795059875967
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,receiver,A2,4,write_log,0.7257180948454047,0.7528345195471999,0.9069838087782944
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,receiver,A2,5,read_log,0.0242044956031123,-0.009875820492669916,0.0032500619419992
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,author,A1,-5,unparsed,0.0110479941234384,-0.8636631061734705,0.0011910414115623
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,author,A1,-4,read_log,0.5892028022455079,0.5551224861497257,0.2566850087469488
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,author,A1,-3,read_log,0.6100235772220278,0.5759432611262456,0.4081176681862538
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,author,A1,-2,write_log,0.2268628495075201,0.31208679324049926,0.2582126261360327
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,author,A1,-1,write_log,0.4941528786433543,0.49194310141317255,0.6556783485304355
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,author,A1,0,write_log,0.2336549362832802,0.16116833730672142,0.5063915435137905
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,author,A1,1,read_log,0.0261672523881144,-0.007913063707667815,0.0036986964279966
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,author,A1,2,read_log,0.5367495892515523,0.50266927315577,0.2974311604231993
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,author,A1,3,read_log,0.5167887264465365,0.4827084103507543,0.7699395845751577
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,author,A1,4,write_log,0.2354953323246904,0.3359628380949602,0.2896161469724442
qwen3-235b,placebo,2,tau_placebo_read,donor->A2,author,A1,5,write_log,0.4044937159341359,0.3871563289715936,0.3672769123999236
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,receiver,A1,-5,read_log,0.0422435015290033,0.008163185433221087,0.0062089169371569
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,receiver,A1,-4,decrypt,0.2757635544187954,0.2327630588525103,0.5201609874918541
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,receiver,A1,-3,write_log,0.6102894942079613,0.6688350956714777,0.4378505562077934
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,receiver,A1,-2,read_log,0.0384734878988546,0.004393171803072388,0.0056063723647593
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,receiver,A1,-1,write_log,0.2933796787823606,0.22931777843608353,0.6933310067137999
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,receiver,A1,0,read_log,0.012554583443678,-0.021525732652104217,0.0015385766522956
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,receiver,A1,1,write_log,0.092570469317665,0.2685053406413243,0.0561712636519518
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,receiver,A1,2,submit,0.0714433765362901,0.2933078125353319,0.1389175028759214
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,author,A2,-5,read_log,0.121346325793083,0.08726600969730079,0.0253711009952597
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,author,A2,-4,read_log,0.4666952807917507,0.4326149646959685,1.1008878634065256
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,author,A2,-3,decrypt,0.1568169959537495,0.1769070316064603,0.526476613775148
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,author,A2,-2,read_log,0.1538239412773184,0.1197436251815362,0.034045629045082
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,author,A2,-1,read_log,0.6498805028209893,0.6158001867252071,0.5887304944403458
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,author,A2,0,write_log,0.0940836600871415,0.21877840329664636,0.0652878572370243
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,author,A2,1,read_log,0.0579243379945113,0.023844021898729084,0.0091996677306004
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,author,A2,2,read_log,0.8215780344319207,0.7874977183361385,0.4597172359682502
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,author,A2,3,decrypt,0.0786515805554358,0.22997937766477483,0.4170971211811584
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,author,A2,4,read_log,0.3736154263777205,0.3395351102819383,0.1507317328155272
qwen3-235b,placebo,3,tau_placebo_read,donor->A1,author,A2,5,read_log,0.5239211194312295,0.48984080333544733,0.1733139147831319
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,receiver,A2,-5,read_log,0.4666952807917507,0.4326149646959685,1.1008878634065256
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,receiver,A2,-4,decrypt,0.1568169959537495,0.1769070316064603,0.526476613775148
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,receiver,A2,-3,read_log,0.1538239412773184,0.1197436251815362,0.034045629045082
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,receiver,A2,-2,read_log,0.6498805028209893,0.6158001867252071,0.5887304944403458
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,receiver,A2,-1,write_log,0.0940836600871415,0.21877840329664636,0.0652878572370243
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,receiver,A2,0,read_log,0.0579243379945113,0.023844021898729084,0.0091996677306004
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,receiver,A2,1,read_log,0.8215780344319207,0.7874977183361385,0.4597172359682502
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,receiver,A2,2,decrypt,0.0786515805554358,0.22997937766477483,0.4170971211811584
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,receiver,A2,3,read_log,0.3736154263777205,0.3395351102819383,0.1507317328155272
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,receiver,A2,4,read_log,0.5239211194312295,0.48984080333544733,0.1733139147831319
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,receiver,A2,5,write_log,0.1216810848803001,0.2954847830161328,0.1441255127732448
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,author,A1,-5,decrypt,0.2757635544187954,0.2327630588525103,0.5201609874918541
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,author,A1,-4,write_log,0.6102894942079613,0.6688350956714777,0.4378505562077934
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,author,A1,-3,read_log,0.0384734878988546,0.004393171803072388,0.0056063723647593
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,author,A1,-2,write_log,0.2933796787823606,0.22931777843608353,0.6933310067137999
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,author,A1,-1,read_log,0.012554583443678,-0.021525732652104217,0.0015385766522956
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,author,A1,0,write_log,0.092570469317665,0.2685053406413243,0.0561712636519518
qwen3-235b,placebo,3,tau_placebo_read,donor->A2,author,A1,1,submit,0.0714433765362901,0.2933078125353319,0.1389175028759214
qwen3-235b,placebo,4,tau_placebo_read,donor->A1,receiver,A1,-5,read_log,0.2319885963192105,0.1979082802234283,0.0634698157006356
qwen3-235b,placebo,4,tau_placebo_read,donor->A1,receiver,A1,-4,write_log,0.1440459474645869,0.12352135292479569,0.0700724510895458
qwen3-235b,placebo,4,tau_placebo_read,donor->A1,receiver,A1,-3,read_log,0.0715561244849434,0.03747580838916119,0.0120787512806566
qwen3-235b,placebo,4,tau_placebo_read,donor->A1,receiver,A1,-2,read_log,0.4446856811484496,0.41060536505266737,0.1677750986684861
qwen3-235b,placebo,4,tau_placebo_read,donor->A1,receiver,A1,-1,read_log,0.5206906351467577,0.4866103190509755,0.230758680107193
qwen3-235b,placebo,4,tau_placebo_read,donor->A1,receiver,A1,0,read_log,0.2679623182673026,0.2338820021715204,0.0687905130620473
qwen3-235b,placebo,4,tau_placebo_read,donor->A1,receiver,A1,1,read_log,0.7158456838199913,0.681765367724209,0.3840764714056309
qwen3-235b,placebo,4,tau_placebo_read,donor->A1,receiver,A1,2,read_log,0.8194970082192563,0.7854166921234741,0.7978743826065601
qwen3-235b,placebo,4,tau_placebo_read,donor->A1,receiver,A1,3,read_log,0.7676813549128014,0.7336010388170192,0.4661865353401435
qwen3-235b,placebo,4,tau_placebo_read,donor->A1,receiver,A1,4,write_log,0.1167150559053221,0.09937766894277976,0.3097253629061965
qwen3-235b,placebo,4,tau_placebo_read,donor->A1,receiver,A1,5,read_log,0.036248112736562,0.002167796640779783,0.0052448405924762
qwen3-235b,placebo,4,tau_placebo_read,donor->A1,author,A2,-5,read_log,0.121346325793083,0.08726600969730079,0.0253711009952597
qwen3-235b,placebo,4,tau_placebo_read,donor->A1,author,A2,-4,read_log,0.6186425832613646,0.5845622671655823,0.7425811003936763
qwen3-235b,placebo,4,tau_placebo_read,donor->A1,author,A2,-3,write_log,0.1748569547544629,0.28169939315306547,0.1293980623576744
qwen3-235b,placebo,4,tau_placebo_read,donor->A1,author,A2,-2,read_log,0.2103995092893872,0.17631919319360498,0.0554368016667983
qwen3-235b,placebo,4,tau_placebo_read,donor->A1,author,A2,-1,read_log,0.5601876151295249,0.5261072990337426,0.2020679626820279
