model,spec,metric,estimator,n_obs,term,est,se,ci_low,ci_high,p,converged,p_bh_DiD_SP_OLS,sensitivity,p_bh_family_its_DiD_SP
qwen3-235b,main,mean_H_renorm_clean,OLS-CR(seed),2228,level P,-0.030913842997973416,0.03519197133373928,-0.10457148552153739,0.04274379952559055,0.39068177026798123,,,clean H_renorm (chosen_in_topk only),
qwen3-235b,main,mean_H_renorm_clean,OLS-CR(seed),2228,level B,-0.07704629610649633,0.0385628632558619,-0.15775929650787357,0.003666704294880932,0.060242517717388026,,,clean H_renorm (chosen_in_topk only),
qwen3-235b,main,mean_H_renorm_clean,OLS-CR(seed),2228,level DiD S-P,-0.04212789596600267,0.05105007380616894,-0.1489769284216338,0.06472113648962843,0.41948375423724227,,,clean H_renorm (chosen_in_topk only),0.7943576428781005
qwen3-235b,main,mean_H_renorm_clean,OLS-CR(seed),2228,level DiD S-B,0.0040045571425202375,0.044244014007808107,-0.0885992284394003,0.09660834272444077,0.9288287614095954,,,clean H_renorm (chosen_in_topk only),
qwen3-235b,main,mean_H_renorm_clean,OLS-CR(seed),2228,level DiD P-B,0.04613245310852291,0.05530551913911049,-0.06962332879117444,0.16188823500822028,0.41456776354707325,,,clean H_renorm (chosen_in_topk only),
qwen3-235b,main,mean_H_renorm_clean,OLS-CR(seed),2228,slope S,-0.032491946823046014,0.005762191477595622,-0.04455235219176021,-0.020431541454331823,1.948440633820983e-05,,,clean H_renorm (chosen_in_topk only),
qwen3-235b,main,mean_H_renorm_clean,OLS-CR(seed),2228,slope P,-0.02861818140139309,0.007051758341281832,-0.0433776812355704,-0.013858681567215779,0.0006706587051755319,,,clean H_renorm (chosen_in_topk only),
qwen3-235b,main,mean_H_renorm_clean,OLS-CR(seed),2228,slope B,-0.020539771316040425,0.007419040732350586,-0.036068002029485235,-0.005011540602595614,0.01223327682222434,,,clean H_renorm (chosen_in_topk only),
qwen3-235b,main,mean_H_renorm_clean,OLS-CR(seed),2228,slope DiD S-P,-0.0038737654216529256,0.006787939564400613,-0.018081086209813267,0.010333555366507414,0.5749022228410328,,,clean H_renorm (chosen_in_topk only),0.7968006839545337
qwen3-235b,main,mean_H_renorm_clean,OLS-CR(seed),2228,slope DiD S-B,-0.01195217550700559,0.008346690351374869,-0.02942199918713093,0.005517648173119751,0.16839992207776808,,,clean H_renorm (chosen_in_topk only),
qwen3-235b,main,mean_H_renorm_clean,OLS-CR(seed),2228,slope DiD P-B,-0.008078410085352664,0.00872536656756772,-0.02634081219480196,0.010183992024096634,0.3661335763404389,,,clean H_renorm (chosen_in_topk only),
pooled (mean of models),main,mean_H_renorm_clean,OLS-CR(seed),8152,level DiD S-P,-0.044370792027858194,0.03661352989798812,-0.12100379082114512,0.032262206765428736,0.240418709126141,,,clean H_renorm (chosen_in_topk only),0.7943576428781005
pooled (mean of models),main,mean_H_renorm_clean,OLS-CR(seed),8152,level DiD S-B,-0.05174495311042566,0.02491701301844194,-0.10389686072202961,0.0004069545011783013,0.05163902111072283,,,clean H_renorm (chosen_in_topk only),
pooled (mean of models),main,mean_H_renorm_clean,OLS-CR(seed),8152,level DiD P-B,-0.007374161082567466,0.03043502373158233,-0.07107539784925701,0.056327075684122076,0.8111500536529082,,,clean H_renorm (chosen_in_topk only),
pooled (mean of models),main,mean_H_renorm_clean,OLS-CR(seed),8152,slope DiD S-P,-0.004163972898148451,0.00576929184688695,-0.016239239510584574,0.00791129371428767,0.47923852014685914,,,clean H_renorm (chosen_in_topk only),0.7943576428781005
pooled (mean of models),main,mean_H_renorm_clean,OLS-CR(seed),8152,slope DiD S-B,-0.01651272145700539,0.0046252467868470116,-0.026193474239450926,-0.006831968674559855,0.0020426162241688863,,,clean H_renorm (chosen_in_topk only),
pooled (mean of models),main,mean_H_renorm_clean,OLS-CR(seed),8152,slope DiD P-B,-0.01234874855885694,0.003585290915357161,-0.01985284868675106,-0.004844648430962818,0.00271791426102936,,,clean H_renorm (chosen_in_topk only),
gpt-4o-mini,exposure,mean_H_renorm_clean,OLS-CR(seed),2947,level S,-0.05963210553281715,0.027061574786609487,-0.11627263251136019,-0.0029915785542741005,0.04009131441409603,,,clean H_renorm (chosen_in_topk only),
gpt-4o-mini,exposure,mean_H_renorm_clean,OLS-CR(seed),2947,level P,0.007238698691854983,0.04142389423357948,-0.0794625083662925,0.09393990575000245,0.8631271459200568,,,clean H_renorm (chosen_in_topk only),
gpt-4o-mini,exposure,mean_H_renorm_clean,OLS-CR(seed),2947,level DiD S-P,-0.06687080422467213,0.0474998678845562,-0.16628917028826495,0.0325475618389207,0.1753385622186733,,,clean H_renorm (chosen_in_topk only),0.7943576428781005
gpt-4o-mini,exposure,mean_H_renorm_clean,OLS-CR(seed),2947,slope S,-0.009062403447929223,0.004885964432141698,-0.01928884453338523,0.0011640376375267828,0.07921335698699017,,,clean H_renorm (chosen_in_topk only),
gpt-4o-mini,exposure,mean_H_renorm_clean,OLS-CR(seed),2947,slope P,-0.002576778167927059,0.005039141467702811,-0.013123822473395432,0.007970266137541314,0.6149954699910921,,,clean H_renorm (chosen_in_topk only),
gpt-4o-mini,exposure,mean_H_renorm_clean,OLS-CR(seed),2947,slope DiD S-P,-0.006485625280002164,0.00684980935548749,-0.020822441029148556,0.007851190469144228,0.35561129902075606,,,clean H_renorm (chosen_in_topk only),0.7943576428781005
llama-3.3-70b,exposure,mean_H_renorm_clean,OLS-CR(seed),2977,level S,-0.02825077625961918,0.011746062854762608,-0.05283556835922924,-0.0036659841600091107,0.02652062185845874,,,clean H_renorm (chosen_in_topk only),
llama-3.3-70b,exposure,mean_H_renorm_clean,OLS-CR(seed),2977,level P,-0.014423987657353712,0.017315376563693002,-0.05066548731630105,0.021817512001593625,0.41518480280624703,,,clean H_renorm (chosen_in_topk only),
llama-3.3-70b,exposure,mean_H_renorm_clean,OLS-CR(seed),2977,level DiD S-P,-0.013826788602265466,0.019142915649636313,-0.053893371528463525,0.026239794323932593,0.47891109141293875,,,clean H_renorm (chosen_in_topk only),0.7943576428781005
llama-3.3-70b,exposure,mean_H_renorm_clean,OLS-CR(seed),2977,slope S,-0.01445678981016517,0.0019427267697142946,-0.01852296367032014,-0.010390615950010201,4.826273073274959e-07,,,clean H_renorm (chosen_in_topk only),
llama-3.3-70b,exposure,mean_H_renorm_clean,OLS-CR(seed),2977,slope P,-0.0147978648978889,0.002318464101136005,-0.019650466030848697,-0.009945263764929102,4.023146294628947e-06,,,clean H_renorm (chosen_in_topk only),
llama-3.3-70b,exposure,mean_H_renorm_clean,OLS-CR(seed),2977,slope DiD S-P,0.00034107508772372903,0.0030209770528332454,-0.005981902551671774,0.006664052727119232,0.9112924237762372,,,clean H_renorm (chosen_in_topk only),0.9479012474948425
qwen3-235b,exposure,mean_H_renorm_clean,OLS-CR(seed),2228,level S,-0.0025979898831571258,0.03511051714495017,-0.07608514683025316,0.07088916706393891,0.941788130303457,,,clean H_renorm (chosen_in_topk only),
qwen3-235b,exposure,mean_H_renorm_clean,OLS-CR(seed),2228,level P,0.010398254917589382,0.03559919984946826,-0.06411172668503631,0.08490823652021509,0.773381497571239,,,clean H_renorm (chosen_in_topk only),
qwen3-235b,exposure,mean_H_renorm_clean,OLS-CR(seed),2228,level DiD S-P,-0.012996244800746508,0.0564388184284786,-0.13112404937393515,0.10513155977244215,0.8203420109233748,,,clean H_renorm (chosen_in_topk only),0.9375337267695711
qwen3-235b,exposure,mean_H_renorm_clean,OLS-CR(seed),2228,slope S,-0.018905254347697055,0.005344394402232617,-0.030091200387815036,-0.0077193083075790744,0.0022003424361645096,,,clean H_renorm (chosen_in_topk only),
qwen3-235b,exposure,mean_H_renorm_clean,OLS-CR(seed),2228,slope P,-0.018279954110086732,0.006765853370217823,-0.032441047962552164,-0.004118860257621305,0.014134415304772907,,,clean H_renorm (chosen_in_topk only),
qwen3-235b,exposure,mean_H_renorm_clean,OLS-CR(seed),2228,slope DiD S-P,-0.0006253002376103226,0.007619360563258604,-0.01657280517572062,0.015322204700499976,0.9354515974659465,,,clean H_renorm (chosen_in_topk only),0.9553548229439454
pooled (mean of models),exposure,mean_H_renorm_clean,OLS-CR(seed),8152,level DiD S-P,-0.030986369200594145,0.023263177266364055,-0.07967675880105864,0.017704020399870346,0.1986211492601898,,,clean H_renorm (chosen_in_topk only),0.7943576428781005
pooled (mean of models),exposure,mean_H_renorm_clean,OLS-CR(seed),8152,slope DiD S-P,-0.0022968407497763656,0.0038748313322920233,-0.010406955935038565,0.005813274435485833,0.5603321734092506,,,clean H_renorm (chosen_in_topk only),0.7968006839545337
gpt-4o-mini,main,mean_H_renorm_bits,OLS-CR(seed),1894,level S,-0.23865824302181093,0.10935345628884025,-0.4675376574670411,-0.009778828576580745,0.04183344070515242,,,no WRITE/SUBMIT,
gpt-4o-mini,main,mean_H_renorm_bits,OLS-CR(seed),1894,level P,-0.09720486321099514,0.06592740943822646,-0.2351925170100285,0.040782790588038215,0.15674522111910652,,,no WRITE/SUBMIT,
gpt-4o-mini,main,mean_H_renorm_bits,OLS-CR(seed),1894,level B,0.013176739903029165,0.07035730656560568,-0.13408279514216315,0.1604362749482215,0.8534240685819274,,,no WRITE/SUBMIT,
gpt-4o-mini,main,mean_H_renorm_bits,OLS-CR(seed),1894,level DiD S-P,-0.1414533798108158,0.11544579621522817,-0.38308420826960804,0.10017744864797645,0.23544271380238305,,,no WRITE/SUBMIT,0.7943576428781005
gpt-4o-mini,main,mean_H_renorm_bits,OLS-CR(seed),1894,level DiD S-B,-0.2518349829248401,0.09360839458681794,-0.4477596044895945,-0.05591036136008562,0.014489065605838148,,,no WRITE/SUBMIT,
gpt-4o-mini,main,mean_H_renorm_bits,OLS-CR(seed),1894,level DiD P-B,-0.11038160311402431,0.08320141821441938,-0.2845241727976897,0.06376096656964106,0.2003403314341416,,,no WRITE/SUBMIT,
gpt-4o-mini,main,mean_H_renorm_bits,OLS-CR(seed),1894,slope S,-0.07728407209329315,0.014756625390402348,-0.10817004399729765,-0.04639810018928863,4.692856906838836e-05,,,no WRITE/SUBMIT,
gpt-4o-mini,main,mean_H_renorm_bits,OLS-CR(seed),1894,slope P,-0.05944707701212129,0.012518153400417568,-0.08564787319596842,-0.03324628082827416,0.00013965179729036388,,,no WRITE/SUBMIT,
gpt-4o-mini,main,mean_H_renorm_bits,OLS-CR(seed),1894,slope B,-0.03346040764213086,0.008412150313881496,-0.05106724059838323,-0.015853574685878485,0.0008063650410542232,,,no WRITE/SUBMIT,
gpt-4o-mini,main,mean_H_renorm_bits,OLS-CR(seed),1894,slope DiD S-P,-0.017836995081171855,0.02061712467822039,-0.06098913296542229,0.02531514280307858,0.3977464578544496,,,no WRITE/SUBMIT,0.7943576428781005
gpt-4o-mini,main,mean_H_renorm_bits,OLS-CR(seed),1894,slope DiD S-B,-0.043823664451162286,0.014480105384588458,-0.0741308733314732,-0.01351645557085137,0.006942223629229602,,,no WRITE/SUBMIT,
gpt-4o-mini,main,mean_H_renorm_bits,OLS-CR(seed),1894,slope DiD P-B,-0.02598666936999043,0.013028089520998007,-0.05325477412042408,0.001281435380443216,0.06062672806139018,,,no WRITE/SUBMIT,
llama-3.3-70b,main,mean_H_renorm_bits,OLS-CR(seed),1520,level S,0.00016707512156437823,0.00036526043378616016,-0.0005974237524736684,0.0009315739956024247,0.6525609435916817,,,no WRITE/SUBMIT,
llama-3.3-70b,main,mean_H_renorm_bits,OLS-CR(seed),1520,level P,8.257005923215456e-06,0.0003050350411768323,-0.0006301886726973235,0.0006467026845437544,0.9786869634849763,,,no WRITE/SUBMIT,
llama-3.3-70b,main,mean_H_renorm_bits,OLS-CR(seed),1520,level B,0.002003396967976279,0.0018517594279740767,-0.0018723800577508335,0.005879173993703392,0.29284276795593867,,,no WRITE/SUBMIT,
llama-3.3-70b,main,mean_H_renorm_bits,OLS-CR(seed),1520,level DiD S-P,0.00015881811564116277,0.00043191094126328826,-0.0007451818737850337,0.0010628181050673592,0.7171535249051898,,,no WRITE/SUBMIT,0.9303613296067381
llama-3.3-70b,main,mean_H_renorm_bits,OLS-CR(seed),1520,level DiD S-B,-0.001836321846411901,0.0017897974709318938,-0.0055824110055915106,0.0019097673127677084,0.31778015360401324,,,no WRITE/SUBMIT,
llama-3.3-70b,main,mean_H_renorm_bits,OLS-CR(seed),1520,level DiD P-B,-0.001995139962053064,0.0020686133664712908,-0.006324797497348026,0.002334517573241898,0.34692064491197283,,,no WRITE/SUBMIT,
llama-3.3-70b,main,mean_H_renorm_bits,OLS-CR(seed),1520,slope S,5.685594229850248e-05,0.0001159861397594057,-0.00018590583819589758,0.00029961772279290253,0.6296078927633685,,,no WRITE/SUBMIT,
llama-3.3-70b,main,mean_H_renorm_bits,OLS-CR(seed),1520,slope P,1.8530237818608723e-05,8.565109220188471e-05,-0.0001607395584462799,0.00019780003408349735,0.8310242116797654,,,no WRITE/SUBMIT,
llama-3.3-70b,main,mean_H_renorm_bits,OLS-CR(seed),1520,slope B,-8.721577275043422e-05,0.00014996891677901932,-0.0004011043229824795,0.00022667277748161105,0.5677000881118393,,,no WRITE/SUBMIT,
llama-3.3-70b,main,mean_H_renorm_bits,OLS-CR(seed),1520,slope DiD S-P,3.8325704479893756e-05,0.00012977809423893834,-0.00023330296849747255,0.0003099543774572601,0.7709545402892553,,,no WRITE/SUBMIT,0.9358431898120546
llama-3.3-70b,main,mean_H_renorm_bits,OLS-CR(seed),1520,slope DiD S-B,0.0001440717150489367,0.0001928298081151114,-0.0002595257117429299,0.0005476691418408033,0.46412299592062745,,,no WRITE/SUBMIT,
llama-3.3-70b,main,mean_H_renorm_bits,OLS-CR(seed),1520,slope DiD P-B,0.00010574601056904294,0.0001639961852843376,-0.00023750195006227756,0.0004489939712003635,0.5267614358293687,,,no WRITE/SUBMIT,
qwen3-235b,main,mean_H_renorm_bits,OLS-CR(seed),1753,level S,-0.06084705037430913,0.04159184524395611,-0.14789978293713707,0.026205682188518813,0.15982586500679682,,,no WRITE/SUBMIT,
qwen3-235b,main,mean_H_renorm_bits,OLS-CR(seed),1753,level P,-0.010306013368802894,0.043663305600620664,-0.10169436228588297,0.08108233554827718,0.8159321973835377,,,no WRITE/SUBMIT,
qwen3-235b,main,mean_H_renorm_bits,OLS-CR(seed),1753,level B,-0.08805760747672235,0.04811874816355978,-0.1887713048510686,0.012656089897623901,0.082984159406243,,,no WRITE/SUBMIT,
qwen3-235b,main,mean_H_renorm_bits,OLS-CR(seed),1753,level DiD S-P,-0.05054103700550624,0.05618551738658425,-0.16813867640500332,0.06705660239399086,0.3796256034581855,,,no WRITE/SUBMIT,0.7943576428781005
qwen3-235b,main,mean_H_renorm_bits,OLS-CR(seed),1753,level DiD S-B,0.02721055710241322,0.05538080858634406,-0.08870280742138711,0.14312392162621354,0.6288167900253754,,,no WRITE/SUBMIT,
qwen3-235b,main,mean_H_renorm_bits,OLS-CR(seed),1753,level DiD P-B,0.07775159410791946,0.06726443591183638,-0.06303448826176017,0.21853767647759909,0.26204710501886364,,,no WRITE/SUBMIT,
qwen3-235b,main,mean_H_renorm_bits,OLS-CR(seed),1753,slope S,-0.03267676369339871,0.008917234735966884,-0.051340750494582726,-0.014012776892214699,0.0016479868325312641,,,no WRITE/SUBMIT,
qwen3-235b,main,mean_H_renorm_bits,OLS-CR(seed),1753,slope P,-0.029440150826734388,0.010336624410344261,-0.05107495435896903,-0.007805347294499748,0.01028403540278228,,,no WRITE/SUBMIT,
qwen3-235b,main,mean_H_renorm_bits,OLS-CR(seed),1753,slope B,-0.020857278416009144,0.010022010725502462,-0.04183358793802386,0.00011903110600557446,0.051187150416446274,,,no WRITE/SUBMIT,
qwen3-235b,main,mean_H_renorm_bits,OLS-CR(seed),1753,slope DiD S-P,-0.0032366128666643235,0.008138761315622007,-0.020271236073349,0.013798010340020352,0.6952995219905495,,,no WRITE/SUBMIT,0.9303613296067381
qwen3-235b,main,mean_H_renorm_bits,OLS-CR(seed),1753,slope DiD S-B,-0.011819485277389567,0.009473003496699158,-0.03164670946347492,0.008007738908695789,0.2272995559965939,,,no WRITE/SUBMIT,
qwen3-235b,main,mean_H_renorm_bits,OLS-CR(seed),1753,slope DiD P-B,-0.008582872410725244,0.012031433949086429,-0.03376495307518789,0.016599208253737403,0.4842873313675418,,,no WRITE/SUBMIT,
pooled (mean of models),main,mean_H_renorm_bits,OLS-CR(seed),5167,level DiD S-P,-0.06325424514889735,0.046049928270678005,-0.15963785272320363,0.033129362425408926,0.18555711881874246,,,no WRITE/SUBMIT,0.7943576428781005
pooled (mean of models),main,mean_H_renorm_bits,OLS-CR(seed),5167,level DiD S-B,-0.07515190031258502,0.03598538844993576,-0.1504701839455275,0.00016638332035745496,0.050459157346709964,,,no WRITE/SUBMIT,
pooled (mean of models),main,mean_H_renorm_bits,OLS-CR(seed),5167,level DiD P-B,-0.011897655163687685,0.04229300835539859,-0.10041793898482852,0.07662262865745316,0.781509682159731,,,no WRITE/SUBMIT,
pooled (mean of models),main,mean_H_renorm_bits,OLS-CR(seed),5167,slope DiD S-P,-0.007076754764179394,0.007790204396758637,-0.02338183995535259,0.009228330426993801,0.3750369062014377,,,no WRITE/SUBMIT,0.7943576428781005
pooled (mean of models),main,mean_H_renorm_bits,OLS-CR(seed),5167,slope DiD S-B,-0.01862761900078807,0.005840403282774411,-0.03085172355908016,-0.006403514442495976,0.004827079972039736,,,no WRITE/SUBMIT,
pooled (mean of models),main,mean_H_renorm_bits,OLS-CR(seed),5167,slope DiD P-B,-0.011550864236608678,0.005382399819112405,-0.022816356528453874,-0.000285371944763484,0.04499896066741067,,,no WRITE/SUBMIT,
gpt-4o-mini,exposure,mean_H_renorm_bits,OLS-CR(seed),1894,level S,-0.06387699121803526,0.05970861873207351,-0.18884856647975967,0.06109458404368913,0.2981071535978025,,,no WRITE/SUBMIT,
gpt-4o-mini,exposure,mean_H_renorm_bits,OLS-CR(seed),1894,level P,0.008480040763843972,0.08113702031044026,-0.161341694448923,0.17830177597661095,0.9178560314846108,,,no WRITE/SUBMIT,
gpt-4o-mini,exposure,mean_H_renorm_bits,OLS-CR(seed),1894,level DiD S-P,-0.07235703198187923,0.10041128132266991,-0.2825202591241871,0.13780619516042864,0.4799244092388513,,,no WRITE/SUBMIT,0.7943576428781005
gpt-4o-mini,exposure,mean_H_renorm_bits,OLS-CR(seed),1894,slope S,-0.013942907120960028,0.007810973712917433,-0.030291462990447195,0.0024056487485271394,0.09022970141011233,,,no WRITE/SUBMIT,
gpt-4o-mini,exposure,mean_H_renorm_bits,OLS-CR(seed),1894,slope P,-0.006573390961956296,0.005554293751948706,-0.01819866139003471,0.0050518794661221205,0.25121580542989347,,,no WRITE/SUBMIT,
gpt-4o-mini,exposure,mean_H_renorm_bits,OLS-CR(seed),1894,slope DiD S-P,-0.007369516159003732,0.005286825334380787,-0.01843496875531797,0.003695936437310506,0.17942589993069208,,,no WRITE/SUBMIT,0.7943576428781005
llama-3.3-70b,exposure,mean_H_renorm_bits,OLS-CR(seed),1520,level S,0.0005951673722289893,0.0006261133067129264,-0.0007153028395062927,0.0019056375839642714,0.35375656953865553,,,no WRITE/SUBMIT,
llama-3.3-70b,exposure,mean_H_renorm_bits,OLS-CR(seed),1520,level P,0.00017287156803596782,0.00023307969338320819,-0.0003149698368092,0.0006607129728811356,0.4673482934075152,,,no WRITE/SUBMIT,
llama-3.3-70b,exposure,mean_H_renorm_bits,OLS-CR(seed),1520,level DiD S-P,0.0004222958041930215,0.0006599013456443094,-0.0009588935857769297,0.0018034851941629727,0.5298548856870477,,,no WRITE/SUBMIT,0.7968006839545337
llama-3.3-70b,exposure,mean_H_renorm_bits,OLS-CR(seed),1520,slope S,7.627323538158005e-05,9.598131285228172e-05,-0.00012461796119193495,0.00027716443195509506,0.43662133849516055,,,no WRITE/SUBMIT,
llama-3.3-70b,exposure,mean_H_renorm_bits,OLS-CR(seed),1520,slope P,5.222121377344423e-05,7.920373642075715e-05,-0.00011355411175421591,0.00021799653930110438,0.5175976931577153,,,no WRITE/SUBMIT,
llama-3.3-70b,exposure,mean_H_renorm_bits,OLS-CR(seed),1520,slope DiD S-P,2.405202160813582e-05,9.503963758956384e-05,-0.0001748682259890694,0.00022297226920534104,0.802929308355184,,,no WRITE/SUBMIT,0.9375337267695711
qwen3-235b,exposure,mean_H_renorm_bits,OLS-CR(seed),1753,level S,0.03026722889611718,0.04424654706856273,-0.06234185844289405,0.1228763162351284,0.502196976368403,,,no WRITE/SUBMIT,
qwen3-235b,exposure,mean_H_renorm_bits,OLS-CR(seed),1753,level P,0.04731919897610876,0.04227920293801362,-0.04117218977436419,0.13581058772658172,0.2770018224665742,,,no WRITE/SUBMIT,
qwen3-235b,exposure,mean_H_renorm_bits,OLS-CR(seed),1753,level DiD S-P,-0.017051970079991582,0.07098727711352937,-0.16563004863555697,0.13152610847557378,0.812738864886182,,,no WRITE/SUBMIT,0.9375337267695711
qwen3-235b,exposure,mean_H_renorm_bits,OLS-CR(seed),1753,slope S,-0.01718125790402318,0.007341125381661135,-0.03254640991426731,-0.0018161058937790492,0.030325744333139244,,,no WRITE/SUBMIT,
qwen3-235b,exposure,mean_H_renorm_bits,OLS-CR(seed),1753,slope P,-0.018268204271078045,0.009362245109750252,-0.037863608489051875,0.0013271999468957886,0.06592826001295325,,,no WRITE/SUBMIT,
qwen3-235b,exposure,mean_H_renorm_bits,OLS-CR(seed),1753,slope DiD S-P,0.001086946367054864,0.010453978020040848,-0.020793481093146375,0.022967373827256103,0.9182793335106286,,,no WRITE/SUBMIT,0.9479012474948425
pooled (mean of models),exposure,mean_H_renorm_bits,OLS-CR(seed),5167,level DiD S-P,-0.029060570238790207,0.036499749961995884,-0.10545542488913634,0.04733428441155593,0.4357599332216087,,,no WRITE/SUBMIT,0.7943576428781005
pooled (mean of models),exposure,mean_H_renorm_bits,OLS-CR(seed),5167,slope DiD S-P,-0.0022305949047147274,0.0035686820592138817,-0.009699932297184757,0.005238742487755303,0.5393750519717707,,,no WRITE/SUBMIT,0.7968006839545337
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),1894,level S,-0.23865824302181093,0.10935345628884173,-0.46753765746704423,-0.009778828576577636,0.04183344070515489,,,"clean H_renorm, no WRITE/SUBMIT",
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),1894,level P,-0.09720486321099513,0.06592740943822395,-0.2351925170100232,0.040782790588032955,0.15674522111909178,,,"clean H_renorm, no WRITE/SUBMIT",
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),1894,level B,0.013176739903029151,0.07035730656560711,-0.13408279514216617,0.16043627494822446,0.8534240685819305,,,"clean H_renorm, no WRITE/SUBMIT",
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),1894,level DiD S-P,-0.1414533798108158,0.11544579621522864,-0.38308420826960904,0.10017744864797745,0.2354427138023849,,,"clean H_renorm, no WRITE/SUBMIT",0.7943576428781005
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),1894,level DiD S-B,-0.2518349829248401,0.09360839458681978,-0.4477596044895984,-0.05591036136008176,0.014489065605839796,,,"clean H_renorm, no WRITE/SUBMIT",
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),1894,level DiD P-B,-0.11038160311402428,0.08320141821442063,-0.28452417279769227,0.0637609665696437,0.20034033143414834,,,"clean H_renorm, no WRITE/SUBMIT",
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),1894,slope S,-0.07728407209329316,0.01475662539040272,-0.10817004399729846,-0.04639810018928787,4.6928569068401954e-05,,,"clean H_renorm, no WRITE/SUBMIT",
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),1894,slope P,-0.0594470770121213,0.012518153400416988,-0.08564787319596723,-0.033246280828275375,0.00013965179729029433,,,"clean H_renorm, no WRITE/SUBMIT",
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),1894,slope B,-0.03346040764213085,0.008412150313882486,-0.0510672405983853,-0.015853574685876407,0.0008063650410550868,,,"clean H_renorm, no WRITE/SUBMIT",
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),1894,slope DiD S-P,-0.017836995081171862,0.020617124678220675,-0.060989132965422896,0.02531514280307917,0.3977464578544559,,,"clean H_renorm, no WRITE/SUBMIT",0.7943576428781005
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),1894,slope DiD S-B,-0.04382366445116231,0.014480105384589083,-0.07413087333147453,-0.013516455570850083,0.006942223629231611,,,"clean H_renorm, no WRITE/SUBMIT",
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),1894,slope DiD P-B,-0.025986669369990445,0.01302808952099913,-0.05325477412042645,0.001281435380445558,0.06062672806141024,,,"clean H_renorm, no WRITE/SUBMIT",
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),1520,level S,0.00016707512156437866,0.00036526043378616574,-0.0005974237524736796,0.0009315739956024369,0.6525609435916858,,,"clean H_renorm, no WRITE/SUBMIT",
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),1520,level P,8.25700592321431e-06,0.00030503504117689365,-0.000630188672697453,0.0006467026845438816,0.9786869634849835,,,"clean H_renorm, no WRITE/SUBMIT",
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),1520,level B,0.0020033969679762783,0.0018517594279741393,-0.0018723800577509653,0.005879173993703522,0.2928427679559547,,,"clean H_renorm, no WRITE/SUBMIT",
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),1520,level DiD S-P,0.00015881811564116437,0.00043191094126329916,-0.0007451818737850549,0.0010628181050673837,0.717153524905194,,,"clean H_renorm, no WRITE/SUBMIT",0.9303613296067381
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),1520,level DiD S-B,-0.0018363218464118997,0.001789797470931931,-0.005582411005591587,0.0019097673127677873,0.31778015360402345,,,"clean H_renorm, no WRITE/SUBMIT",
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),1520,level DiD P-B,-0.001995139962053064,0.0020686133664713194,-0.0063247974973480855,0.0023345175732419577,0.3469206449119794,,,"clean H_renorm, no WRITE/SUBMIT",
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),1520,slope S,5.68559422985036e-05,0.00011598613975941705,-0.0001859058381959202,0.0002996177227929274,0.6296078927633949,,,"clean H_renorm, no WRITE/SUBMIT",
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),1520,slope P,1.853023781860826e-05,8.565109220189595e-05,-0.00016073955844630387,0.00019780003408352039,0.8310242116797913,,,"clean H_renorm, no WRITE/SUBMIT",
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),1520,slope B,-8.721577275043482e-05,0.00014996891677913234,-0.00040110432298271664,0.00022667277748184702,0.567700088112126,,,"clean H_renorm, no WRITE/SUBMIT",
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),1520,slope DiD S-P,3.832570447989534e-05,0.00012977809423893753,-0.00023330296849746924,0.0003099543774572599,0.7709545402892448,,,"clean H_renorm, no WRITE/SUBMIT",0.9358431898120546
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),1520,slope DiD S-B,0.00014407171504893842,0.00019282980811516308,-0.0002595257117430364,0.0005476691418409132,0.46412299592074036,,,"clean H_renorm, no WRITE/SUBMIT",
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),1520,slope DiD P-B,0.00010574601056904308,0.00016399618528439535,-0.00023750195006239832,0.00044899397120048447,0.5267614358295122,,,"clean H_renorm, no WRITE/SUBMIT",
