model,condition,seed,H_pre,H_post,H_delta,H_adj_pre,H_adj_post,H_adj_delta,H_decision_pre,H_decision_post,H_decision_delta,H_write_delta
gpt-4o-mini,placebo,2,0.3402513539189987,0.21691377734205838,-0.1233375765769403,0.337136730187321,0.22080250065952334,-0.11633422952779765,0.40832896881464553,0.32637120914588214,-0.0819577596687634,-0.051282566237744465
gpt-4o-mini,placebo,3,0.21989753195389758,0.38451388748619963,0.16461635553230206,0.22337618848660626,0.39085937013891614,0.16748318165230988,0.30088147541286003,0.31973534937756654,0.018853873964706502,-0.035215308672519874
gpt-4o-mini,placebo,4,0.19101906771862048,0.25062348532415313,0.059604417605532645,0.19023602988206206,0.2516790355879653,0.06144300570590322,0.34482002762889247,0.2336694216853126,-0.11115060594357987,0.02229365619887308
gpt-4o-mini,placebo,5,0.21505064491734846,0.3219645766971083,0.10691393177975986,0.21182236065267449,0.3207060310628039,0.10888367041012939,0.4062693691456351,0.40117610161597034,-0.005093267529664769,0.1653236437389677
gpt-4o-mini,placebo,6,0.2193777345698714,0.39111765927250897,0.17173992470263758,0.2184856951633704,0.392682629139669,0.1741969339762986,0.2642013994157705,0.4552478491573874,0.19104644974161694,0.11690953749655147
gpt-4o-mini,placebo,7,0.2006235575942432,0.21715824736881773,0.016534689774574535,0.19741788713572125,0.21868162856228096,0.021263741426559707,0.24737665436271467,0.3043184896397734,0.05694183527705876,0.10847473736563645
gpt-4o-mini,placebo,8,0.20654982448366993,0.24918058508346144,0.04263076059979151,0.20039590382973493,0.263035460148419,0.06263955631868406,0.2945736966116989,0.4221452559202929,0.12757155930859398,-0.0072035393631866285
gpt-4o-mini,placebo,9,0.23985247255978484,0.21239887774619012,-0.027453594813594717,0.23675014104693504,0.24529785737330942,0.008547716326374383,0.34388614675761564,0.3319300304751692,-0.011956116282446416,-0.19530565340813175
gpt-4o-mini,placebo,10,0.281115495267983,0.3962974428877092,0.11518194761972617,0.27764554720249623,0.4013163077918331,0.12367076058933685,0.24913246877937018,0.27736953979226897,0.028237071012898796,0.05901215900640594
gpt-4o-mini,placebo,11,0.4025318475422638,0.251437654940413,-0.1510941926018508,0.40295866244370665,0.2635429179928644,-0.13941574445084226,0.25998436510952566,0.3704554113584902,0.11047104624896453,0.008449843892168352
gpt-4o-mini,placebo,12,0.34243777374122714,0.387484109139653,0.04504633539842584,0.3418174343310785,0.3902114775476545,0.04839404321657603,0.20453287737631776,0.259149318867805,0.054616441491487255,0.12742874578929544
gpt-4o-mini,placebo,13,0.3056285863681986,0.25494653627594127,-0.05068205009225735,0.30234054797112186,0.25927249511477535,-0.04306805285634652,0.17736345905506642,0.27052182802180813,0.0931583689667417,-0.09935855087241213
gpt-4o-mini,placebo,14,0.29413724980651673,0.31831712654446054,0.024179876737943806,0.293677376471046,0.3194705643210547,0.02579318785000867,0.25340473527000923,0.27593456590132254,0.022529830631313308,-0.2645294028623383
gpt-4o-mini,placebo,15,0.37853373313939914,0.36362463603814776,-0.014909097101251378,0.37851613623639413,0.36543504345357763,-0.013081092782816495,0.29742076861884165,0.31513201683097203,0.01771124821213038,0.044566543565076944
gpt-4o-mini,placebo,16,0.2898086583914487,0.3561127309914044,0.06630407259995569,0.28613557250017724,0.3685894229859459,0.08245385048576864,0.3142616684453835,0.4241193350167167,0.10985766657133322,0.17918498798988428
gpt-4o-mini,placebo,17,0.23121458131018535,0.31946921026856245,0.0882546289583771,0.23264924086782385,0.32675827919890565,0.0941090383310818,0.27941932673124475,0.37022133744959207,0.09080201071834731,0.1306870052316016
gpt-4o-mini,placebo,18,0.2250553824611037,0.3665677979706079,0.1415124155095042,0.22730007564605517,0.3724174559830907,0.1451173803370355,0.12576848017032133,0.49217225131577247,0.36640377114545114,-0.00023726189859518687
gpt-4o-mini,placebo,19,0.24047185378330269,0.5666122233337615,0.3261403695504588,0.24175860419137662,0.5826922626039617,0.34093365841258505,0.3613298934433482,0.20929972209639786,-0.15203017134695035,0.012061364744762992
gpt-4o-mini,placebo,20,0.33854995358928275,0.29230020543199975,-0.046249748157283,0.3374841717407641,0.2995371600003549,-0.03794701174040921,0.2903859023066854,0.3074031655431737,0.017017263236488334,0.12243171799946564
gpt-4o-mini,switch,1,0.15987736886548637,0.2178642154182256,0.057986846552739224,0.15394966463127305,0.21830866493468817,0.06435900030341513,0.35873803541173327,0.331046859259931,-0.027691176151802277,0.1342219671363662
gpt-4o-mini,switch,2,0.3433050005087713,0.23922924461043715,-0.10407575589833412,0.3457029439895311,0.2441789960032965,-0.1015239479862346,0.31369629256245596,0.3538550440849173,0.040158751522461344,-0.1473809787772012
gpt-4o-mini,switch,3,0.16998932695220634,0.24720381704992303,0.07721449009771669,0.167282501556487,0.2864167095451687,0.11913420798868168,0.31740238346331556,0.4383711253648302,0.12096874190151463,-0.01386858233111099
gpt-4o-mini,switch,4,0.3203651953696096,0.2758696365955068,-0.04449555877410283,0.322717574660257,0.27445214869036244,-0.04826542596989458,0.24765280082890162,0.33967552623946,0.09202272541055839,-0.0051241288807947205
gpt-4o-mini,switch,5,0.34303275046776516,0.1952231488386284,-0.14780960162913676,0.3426462381252806,0.19854513766986961,-0.144101100455411,0.27113323441201037,0.35459005815636463,0.08345682374435426,-0.06528465822934237
gpt-4o-mini,switch,6,0.4201194585640492,0.3009127647580827,-0.11920669380596649,0.4165253400074636,0.30699422519913955,-0.10953111480832406,0.3050546465125289,0.3173329741571654,0.012278327644636489,0.09358425366560325
gpt-4o-mini,switch,7,0.30955106529407267,0.17773443403400538,-0.1318166312600673,0.3102221347060219,0.1833126920689476,-0.1269094426370743,0.3249009697117224,0.32710529764318036,0.0022043279314579722,-0.09010127313809635
gpt-4o-mini,switch,8,0.191806521367512,0.3237276011303676,0.13192107976285558,0.18817713674177022,0.3241892401204901,0.13601210337871988,0.31335059748612437,0.24299443805458634,-0.07035615943153803,0.08249965155406797
gpt-4o-mini,switch,9,0.24348358139964674,0.27970595433118783,0.0362223729315411,0.24092176043685903,0.2832928974676517,0.04237113703079265,0.47276988123131636,0.31600321969266754,-0.15676666153864882,0.023094311492064756
gpt-4o-mini,switch,10,0.40145983579017047,0.45997422846742303,0.05851439267725256,0.4004845883223119,0.4605632437070773,0.06007865538476542,0.17532299409429974,0.273019185920445,0.09769619182614525,0.0736079138104758
gpt-4o-mini,switch,11,0.5946245441623051,0.37055942025049043,-0.2240651239118147,0.5933662719303887,0.3714884384200174,-0.22187783351037133,0.3707724332825512,0.26104789087650593,-0.10972454240604529,-0.023276295009763415
gpt-4o-mini,switch,12,0.21884451563013013,0.4386706367023076,0.21982612107217747,0.21901235037502906,0.4448704437971803,0.22585809342215127,0.17349581648053475,0.6318009702588412,0.45830515377830644,-0.003036252460685257
gpt-4o-mini,switch,13,0.21426115331207002,0.5811047601015393,0.3668436067894693,0.212810624643229,0.5822226476743502,0.3694120230311212,0.3107680583036085,0.2827600713432473,-0.028007986960361164,-0.011265006694806567
gpt-4o-mini,switch,14,0.26679308651069494,0.32036030305194463,0.053567216541249685,0.2700273543444992,0.3363507222671156,0.0663233679226164,0.26974751213721393,0.49124737939229396,0.22149986725508003,-0.19404603335824205
gpt-4o-mini,switch,15,0.30755523184691597,0.30051097584786945,-0.0070442559990465115,0.30496823969283154,0.30126560205539943,-0.0037026376374321157,0.3322561568334251,0.2834405762540323,-0.04881558057939278,-0.06060821243210235
gpt-4o-mini,switch,16,0.5613745318620983,0.4735259402142566,-0.0878485916478417,0.5590827190304121,0.47894971554219073,-0.08013300348822133,0.3113258883918478,0.49446895593001194,0.18314306753816412,-0.0022224000647756426
gpt-4o-mini,switch,17,0.18747939576837552,0.2659486585734778,0.0784692628051023,0.18760401879836566,0.2735734304425193,0.08596941164415364,0.2599963091739189,0.23330372750242936,-0.02669258167148955,0.04447056515711306
gpt-4o-mini,switch,18,0.19513601841196748,0.4080300186605537,0.21289400024858623,0.19422167877744198,0.4137485977773577,0.2195269189999157,0.22174664028574861,0.32645573643545506,0.10470909614970644,0.06940183148198051
gpt-4o-mini,switch,19,0.34417480239557824,0.34959112529248204,0.005416322896903802,0.34729510181131723,0.3507482369547995,0.0034531351434822777,0.30126154414083955,0.2825669145876446,-0.018694629553194952,-0.19442562387498097
gpt-4o-mini,switch,20,0.4126575017585106,0.2674709828832814,-0.1451865188752292,0.4119704271723313,0.2692214752639325,-0.1427489519083988,0.23371263761766967,0.2905502255341647,0.05683758791649504,0.17766163432870954
llama-3.3-70b,base,1,0.16663671682030895,0.22017238854832397,0.053535671728015016,0.19090941429207042,0.20126196729927337,0.010352553007202947,0.11206642065077614,0.07271737734146796,-0.039349043309308177,0.020097443848871854
llama-3.3-70b,base,2,0.16977707957860783,0.18084510478201624,0.01106802520340841,0.1971654684986622,0.17425037848450264,-0.02291509001415956,0.13075917303135784,0.05350031146353616,-0.07725886156782168,-0.03458527745936296
llama-3.3-70b,base,3,0.13577239999176868,0.17302137380955135,0.037248973817782666,0.15742738144951224,0.15157589276201314,-0.005851488687499101,0.08295475091387218,0.02493818499777112,-0.05801656591610106,0.004582100035389058
llama-3.3-70b,base,4,0.11362855487582826,0.1585805299152511,0.04495197503942283,0.1347955189415512,0.15099211859989767,0.016196599658346467,0.0027496021121257664,0.005635714470691651,0.002886112358565884,0.05205359017831135
llama-3.3-70b,base,5,0.12497597135793392,0.19485064755116194,0.06987467619322801,0.14487282671347285,0.1774167180922387,0.032543891378765843,0.04263535280463577,0.05560076645493795,0.012965413650302182,0.08309757498961434
llama-3.3-70b,base,6,0.1521983840811007,0.13068646646852697,-0.021511917612573733,0.17543913201323025,0.12942932577724803,-0.04600980623598222,0.08591613560269393,0.08011363869943552,-0.005802496903258403,-0.08290617129700856
llama-3.3-70b,base,7,0.15495636518434613,0.18964268489638986,0.03468631971204372,0.17494632288364745,0.18901826352007806,0.014071940636430608,0.12212820436103458,0.04710057380480441,-0.07502763055623017,0.03347243668905492
llama-3.3-70b,base,8,0.1639637738170063,0.16737536417860427,0.003411590361597966,0.18775194755535687,0.1561046752263197,-0.03164727232903716,0.16248394752876555,0.07445170409618082,-0.08803224343258473,-0.060779730989588054
llama-3.3-70b,base,9,0.20410847674700286,0.23306453049832554,0.02895605375132268,0.22375270952451812,0.2147716592278503,-0.00898105029666782,0.21453566578914937,0.09204231393593508,-0.12249335185321429,-0.055877112657055195
llama-3.3-70b,base,10,0.17367409881872978,0.16249026685647477,-0.011183831962255003,0.19547949062050146,0.15548495918501642,-0.03999453143548504,0.12916127438284253,0.025355694425846488,-0.10380557995699605,-0.0802539487944457
llama-3.3-70b,base,11,0.14235348857675378,0.20686658355259113,0.06451309497583735,0.16349014938442843,0.19605887625771795,0.032568726873289516,0.0959877635906111,0.055787896963500325,-0.04019986662711078,0.06557924269310689
llama-3.3-70b,base,12,0.12447237271745504,0.13915082726401024,0.014678454546555197,0.13783705406331023,0.14286673429764424,0.005029680234334005,0.11451135945080851,0.03488968181779132,-0.0796216776330172,0.01998861456315776
llama-3.3-70b,base,13,0.14403153163694515,0.2421601024944129,0.09812857085746773,0.16172366194011947,0.22491272690236166,0.06318906496224219,0.06215406870584444,0.05105178718962237,-0.01110228151622207,0.12960904383333804
llama-3.3-70b,base,14,0.11110762366883517,0.18992183467869006,0.07881421100985489,0.13458667363917448,0.16775572300764635,0.03316904936847187,0.03926202508984379,0.03366728646082711,-0.005594738629016681,0.09337807743736193
llama-3.3-70b,base,15,0.1742947235107409,0.10796408223321459,-0.06633064127752632,0.19304897089875941,0.09884308263319692,-0.09420588826556249,0.1527605272644892,0.037334139761173654,-0.11542638750331553,-0.19041230484474272
llama-3.3-70b,base,16,0.13994798819138457,0.15745901948245533,0.01751103129107076,0.17822136492449742,0.16392327331564158,-0.01429809160885584,0.149361569968609,0.07444035080245065,-0.07492121916615835,-0.022724715425750552
llama-3.3-70b,base,17,0.10568148623124211,0.1646170582132539,0.058935571982011783,0.12630929183151532,0.16149625524841268,0.035186963416897366,0.07428726601705936,0.011689959682469194,-0.06259730633459017,0.0826422349448894
llama-3.3-70b,base,18,0.20155185105617823,0.2447136662822937,0.04316181522611548,0.22306198686683068,0.2197097581524751,-0.0033522287143555873,0.1147611327538184,0.17127849886859212,0.05651736611477372,-0.01827565160639899
llama-3.3-70b,base,19,0.1266712732339164,0.18932146442746622,0.06265019119354984,0.15077553746561753,0.18108998043457347,0.03031444296895594,0.24400365418871436,0.005699731342203608,-0.23830392284651075,0.08285296316296858
llama-3.3-70b,base,20,0.16196265073391317,0.20862322454488955,0.04666057381097638,0.1584313718874717,0.20635723402461217,0.04792586213714048,0.004204955938308557,0.0026268404985166274,-0.00157811543979193,0.11037019753071303
llama-3.3-70b,placebo,1,0.14430802362594378,0.18810914752551014,0.04380112389956636,0.16861793517662,0.17742383143940713,0.008805896262787133,0.12877273771747783,0.016389011402714496,-0.11238372631476333,0.039407268056677935
llama-3.3-70b,placebo,2,0.1411955738176707,0.22584400063925733,0.08464842682158663,0.17988354829616274,0.20571204567757148,0.025828497381408744,0.10942295287055888,0.03322621789468193,-0.07619673497587695,0.07403277813898329
llama-3.3-70b,placebo,4,0.1367421159531596,0.22873063482746522,0.09198851887430562,0.17687131837686662,0.20198368423151614,0.025112365854649515,0.0649822311372478,0.061549922973888005,-0.003432308163359793,0.06689204588648678
llama-3.3-70b,placebo,5,0.18542911164671133,0.25088520322415364,0.06545609157744231,0.21000570442596914,0.2307041332337332,0.02069842880776407,0.19089403567875812,0.06318905704461039,-0.12770497863414773,0.04989190817553113
llama-3.3-70b,placebo,6,0.19380290419124696,0.17776730937188373,-0.01603559481936323,0.21064783866157896,0.16624418819571987,-0.04440365046585909,0.22699434208461225,0.045506143957972145,-0.1814881981266401,-0.0672449185339486
llama-3.3-70b,placebo,7,0.15793058193918183,0.18584212871734476,0.027911546778162932,0.17370639004696717,0.17958815075861678,0.005881760711649614,0.07408126620687347,0.0018188537112329005,-0.07226241249564057,0.01998808004458802
llama-3.3-70b,placebo,8,0.1783276480781121,0.16825994029763613,-0.01006770778047597,0.1985872699396345,0.17749577568225602,-0.021091494257378468,0.172850164695501,0.020017873589634354,-0.15283229110586663,-0.029398424064103146
llama-3.3-70b,placebo,9,0.18331790429272904,0.21395576800791413,0.030637863715185093,0.2181749535984308,0.19672946210003023,-0.021445491498400582,0.18925942708196314,0.026248295989421334,-0.1630111310925418,-0.04538859670738593
llama-3.3-70b,placebo,10,0.18465902978034968,0.17170639538336765,-0.012952634396982021,0.19755375983838366,0.1536520455414765,-0.043901714296907174,0.0828723584424444,0.06943599161639971,-0.013436366826044682,-0.07099072965461939
llama-3.3-70b,placebo,11,0.16824230050185388,0.26773577860147363,0.09949347809961975,0.18765392233364553,0.2400048070401372,0.052350884706491685,0.12489091740722551,0.09021556619392469,-0.034675351213300815,0.10464529196693656
llama-3.3-70b,placebo,12,0.1264264609251034,0.24007084423477756,0.11364438330967416,0.14840461795412765,0.21018724594108126,0.06178262798695361,0.16545487699221412,0.027174232158281297,-0.13828064483393282,0.1527731242962741
llama-3.3-70b,placebo,13,0.16475998942794268,0.23427695736109816,0.06951696793315548,0.17744488979272316,0.22368075776253685,0.04623586796981369,0.1845086503223399,0.1064557518093143,-0.0780528985130256,0.11140353254350688
llama-3.3-70b,placebo,14,0.1559890467719608,0.20881327946873227,0.05282423269677147,0.16933045733493243,0.19918136888289317,0.02985091154796074,0.009743779322814812,0.0034854149856435204,-0.0062583643371712915,0.07954299641348611
llama-3.3-70b,placebo,15,0.15565801363166415,0.22858437449969024,0.07292636086802609,0.16348951838761894,0.2022091827722048,0.03871966438458585,0.19894223214358872,0.029791255281652777,-0.16915097686193595,0.08721971272579038
llama-3.3-70b,placebo,16,0.14715878771865093,0.24910955018853262,0.10195076246988169,0.1712839307554447,0.22942941602849187,0.058145485273047165,0.08727514259571202,0.052014304812434846,-0.035260837783277175,0.13563973621109693
llama-3.3-70b,placebo,17,0.1228640440111005,0.25795442540266683,0.13509038139156632,0.1444713826931426,0.23468158810818632,0.09021020541504371,0.013534737164719776,0.06351203349604488,0.049977296331325104,0.2087725258970365
llama-3.3-70b,placebo,18,0.17229350274340144,0.22659811863667179,0.05430461589327035,0.19709077493172297,0.20587303534270332,0.008782260410980347,0.15712431968444943,0.20641210553870795,0.049287785854258526,0.030960420747672024
llama-3.3-70b,placebo,19,0.14587487628425194,0.2461511809647021,0.10027630468045015,0.1690174070514939,0.2185811466370056,0.04956373958551169,0.06598240310479164,0.02128438843153196,-0.04469801467325968,0.11675090435661994
llama-3.3-70b,placebo,20,0.11266724270553796,0.22817712359969497,0.11550988089415701,0.13935492661503376,0.20936706985439751,0.07001214323936375,0.044102122435087814,0.005745722007211187,-0.03835640042787663,0.17582167050232933
llama-3.3-70b,switch,1,0.1174628839796914,0.1871382474381413,0.06967536345844991,0.1424563245536538,0.18215458009826468,0.03969825554461087,0.13807467201837292,0.06758250293052748,-0.07049216908784545,0.1175305170757957
llama-3.3-70b,switch,2,0.15133428001299878,0.1646012538553141,0.013266973842315316,0.16439786673526668,0.16767523686633776,0.0032773701310710723,0.24258167715736695,0.029696259511286915,-0.21288541764608004,0.031138306835192475
llama-3.3-70b,switch,3,0.14967768005967017,0.20704773487304098,0.05737005481337082,0.17292085054198367,0.18241296501649312,0.009492114474509455,0.027811072794712736,0.006610246109474971,-0.021200826685237765,0.028689410311854346
llama-3.3-70b,switch,4,0.10123841311957764,0.20120308598162814,0.0999646728620505,0.13319290837481915,0.18338001000352114,0.05018710162870199,0.06049198662941412,0.013892438442684204,-0.04659954818672992,0.14383539251134672
llama-3.3-70b,switch,5,0.22625941942172786,0.2645186027330259,0.038259183311298045,0.22205889590630948,0.24189522375437633,0.019836327848066854,0.195685917426402,0.03377452566303549,-0.16191139176336652,0.038597359262083186
llama-3.3-70b,switch,6,0.1631897039923451,0.24823901105452187,0.08504930706217678,0.18953776682950738,0.21185731955517234,0.022319552725664965,0.1175504416502103,0.07562296318573501,-0.04192747846447528,0.06259858022578768
llama-3.3-70b,switch,7,0.1626929403677328,0.18351618494690206,0.02082324457916926,0.17878522643349698,0.2092610950983965,0.030475868664899514,0.07218065334551561,0.0023471729943635583,-0.06983348035115206,0.11069606802840809
llama-3.3-70b,switch,8,0.16696455186965906,0.22890292289626796,0.0619383710266089,0.18995888895899452,0.19727434854815884,0.007315459589164325,0.18675062971963835,0.018389780513595737,-0.1683608492060426,0.02333965165780627
llama-3.3-70b,switch,9,0.15962586216482563,0.2271957264222205,0.06756986425739486,0.1858292916710344,0.19312282301924336,0.007293531348208954,0.12366315994141931,0.027241257994803515,-0.09642190194661579,0.025701061286559745
llama-3.3-70b,switch,10,0.12217524492781923,0.1562642602255464,0.03408901529772718,0.1424583059387572,0.13374988743557326,-0.008708418503183935,0.08351294439343822,0.0019511162142491476,-0.08156182817918907,0.00017525600576484557
llama-3.3-70b,switch,11,0.1655550215710966,0.22264529632237112,0.05709027475127451,0.19073649470031923,0.19532000800805405,0.004583513307734821,0.13157930412943267,0.017178074525380116,-0.11440122960405255,0.04730640986767426
llama-3.3-70b,switch,12,0.10522516135993885,0.17603318687585465,0.07080802551591579,0.13086864315529062,0.16677001374199432,0.0359013705867037,0.11096920186876404,0.0031123354207155166,-0.10785686644804852,0.1038682860206954
llama-3.3-70b,switch,13,0.13412894581681226,0.19052163908294756,0.0563926932661353,0.14538697221978106,0.20002885730488099,0.05464188508509993,0.16352049766243837,0.06816942055031605,-0.09535107711212232,0.14212270855377535
llama-3.3-70b,switch,14,0.1087900979692663,0.14155318464636216,0.03276308667709586,0.13340908153978864,0.1475191476880462,0.01411006614825755,0.039419286734542744,0.09454668574839042,0.05512739901384768,0.054820550522948264
llama-3.3-70b,switch,15,0.1618251147919168,0.22256493789917164,0.06073982310725484,0.18309448187983293,0.21172716185958448,0.028632679979751552,0.12007645088902706,0.0131768836929608,-0.10689956719606626,0.06754986673383168
llama-3.3-70b,switch,16,0.1428086959534895,0.18609414229818877,0.043285446344699274,0.16694632159398617,0.17428772407217552,0.007341402478189346,0.1180890085588107,0.006002516898355186,-0.11208649166045552,0.03884775578114147
llama-3.3-70b,switch,17,0.1305297472589549,0.16645204623520396,0.03592229897624907,0.15201020943522472,0.15298235953044487,0.0009721500952201423,0.07193350911471097,0.0026588496540370927,-0.06927465946067388,0.028327487662924422
llama-3.3-70b,switch,18,0.11576632209827964,0.16829458490126428,0.05252826280298464,0.1359753990267498,0.16132013343427998,0.025344734407530184,0.12797430912247726,0.005669036282277612,-0.12230527284019965,0.05802858891178142
llama-3.3-70b,switch,19,0.14195805846173812,0.17360871431081318,0.03165065584907506,0.16773857748989096,0.1723311122476572,0.004592534757766248,0.16731460793332956,0.0027765131094003932,-0.16453809482392917,0.06952826386581684
llama-3.3-70b,switch,20,0.10681741251021072,0.19878875290903203,0.09197134039882131,0.1329799048369036,0.1923976262269081,0.05941772139000448,0.043471282474025326,0.042984251481541884,-0.00048703099248344206,0.1713834938974352
qwen3-235b,base,1,0.17791846196204317,0.2391924544500279,0.061273992487984735,0.1965863299419938,0.21493717803708934,0.018350848095095545,0.45227620937532986,0.48841120106374153,0.036134991688411666,
qwen3-235b,base,2,0.3390816724102233,0.2707277481966242,-0.0683539242135991,0.3471760263835858,0.23208001094067945,-0.11509601544290635,0.6235011271264069,0.5809820549595576,-0.04251907216684936,0.177433262588985
qwen3-235b,base,3,0.2954117833229023,0.4004886760679755,0.1050768927450732,0.31007004801343546,0.3759345032094164,0.06586445519598094,0.6109747073384411,0.8671494061944175,0.25617469885597643,0.0536535934967714
qwen3-235b,base,4,0.15399632367737878,0.1841849396211506,0.030188615943771813,0.18057910943211283,0.16066270352830905,-0.01991640590380378,0.43395031643673904,0.4306493323960697,-0.0033009840406693636,0.017639426129796687
qwen3-235b,base,5,0.23990495599796113,0.273174445409365,0.03326948941140384,0.2573239471691712,0.24824493774466325,-0.009079009424507928,0.6054032110207928,0.6022057132999422,-0.0031974977208505395,0.004411701174811128
qwen3-235b,base,6,0.21329969624151307,0.28422006864702243,0.07092037240550936,0.22948074407509192,0.2564904028999169,0.027009658824825006,0.4919603757964955,0.5669026873597329,0.07494231156323744,
qwen3-235b,base,7,0.2515133825094548,0.2792580579697536,0.027744675460298795,0.2556482383721545,0.2649016924204704,0.009253454048315901,0.6684766541523504,0.7027946119941936,0.034317957841843216,0.010525130841062047
qwen3-235b,base,8,0.2756994382928483,0.318093838461546,0.042394400168697666,0.27273350616120984,0.2908304624636562,0.018096956302446343,0.6411027256921988,0.660541606450332,0.01943888075813316,0.1183677198568604
qwen3-235b,base,9,0.14690914890123527,0.23386024080966258,0.08695109190842731,0.16306900429796714,0.20018225902613862,0.03711325472817148,0.38650691833840245,0.4484562114697026,0.061949293131300154,0.22807411579797784
qwen3-235b,base,10,0.11258316915182062,0.2697502087549408,0.1571670396031202,0.14336884209735673,0.24356918433370509,0.10020034223634836,0.45611626259672544,0.6197551296960646,0.16363886709933917,0.1722547592951812
qwen3-235b,base,11,0.1630004614817672,0.15689761124639745,-0.0061028502353697445,0.1659473841227161,0.13644412082016197,-0.029503263302554122,0.4192579264677422,0.3129818712383951,-0.10627605522934708,0.11831729468028757
