model,agent,turn_minus_tau_read,n,tokH_mean,tokH_ci_low,tokH_ci_high
qwen3-235b,A1,16,4,0.6441062004246092,0.5126414387270966,0.8463322051160791
qwen3-235b,A1,17,3,0.6888335665827027,0.4976544289020389,0.8014976002299162
qwen3-235b,A1,18,3,0.6538874244238871,0.35726857626411995,0.9441869098352432
qwen3-235b,A1,19,3,0.5814257343730697,0.5075071371372762,0.6718601647522688
qwen3-235b,A1,20,2,0.46417570717560663,0.44141837035579296,0.48693304399542026
qwen3-235b,A2,-7,20,0.5364644925002715,0.5063886126710867,0.5690703389900195
qwen3-235b,A2,-6,20,0.4838155710376123,0.4735848554793761,0.49368307912553433
qwen3-235b,A2,-5,20,0.14264470238325622,0.12474727241466063,0.1732113960132
qwen3-235b,A2,-4,20,0.5427697913686321,0.5062063067122107,0.5884288675892371
qwen3-235b,A2,-3,20,0.20563657678048267,0.12883382748292793,0.2861957633002085
qwen3-235b,A2,-2,20,0.4894366541436013,0.42041035743734845,0.5611074785702972
qwen3-235b,A2,-1,20,0.36421166077012407,0.25470502189414246,0.48346736204831897
qwen3-235b,A2,0,20,0.3957993115516082,0.3225732429733361,0.46612724922863635
qwen3-235b,A2,1,20,0.46062636149008435,0.4012473133329424,0.5058617506422003
qwen3-235b,A2,2,20,0.47854361888549923,0.4121033018111838,0.54192896501294
qwen3-235b,A2,3,20,0.4502367457410366,0.3819393192404357,0.5227727872086837
qwen3-235b,A2,4,16,0.38571414829041817,0.29412661996993517,0.4775426823700279
qwen3-235b,A2,5,16,0.41676425087972196,0.35431225293545937,0.4797571670475217
qwen3-235b,A2,6,14,0.4350042846370304,0.35117282216128703,0.5141688213955862
qwen3-235b,A2,7,14,0.4345805424961395,0.3481721882834854,0.5283998703450326
qwen3-235b,A2,8,13,0.4844339774176252,0.43512801660934675,0.541161516259394
qwen3-235b,A2,9,12,0.4015528807108231,0.28651175326688916,0.5287141382674025
qwen3-235b,A2,10,12,0.37589542620642474,0.2703418873244225,0.4555675538971001
qwen3-235b,A2,11,12,0.43040729519186155,0.3501417146744808,0.5137783671070988
qwen3-235b,A2,12,12,0.4504420012379929,0.37325057728583444,0.5397376760131837
qwen3-235b,A2,13,4,0.548912129760766,0.45062453787714263,0.6616972726331609
qwen3-235b,A2,14,4,0.4977839917072218,0.330395868458063,0.6651721149563805
qwen3-235b,A2,15,4,0.35270012334189366,0.2568066652172413,0.44069494581931806
qwen3-235b,A2,16,4,0.606591171284347,0.5785393032973374,0.6422042453010508
qwen3-235b,A2,17,3,0.5678547952486218,0.37081404967339493,0.67389795424279
qwen3-235b,A2,18,3,0.6330475527378132,0.5795992559919231,0.7204302507554575
qwen3-235b,A2,19,3,0.6773829635512905,0.5925676952179821,0.7635259674162659
qwen3-235b,A2,20,2,0.5598303932894193,0.4477608669181194,0.6718999196607193
