model,agent,turn_minus_tau_read,n,tokH_mean,tokH_ci_low,tokH_ci_high
llama-3.3-70b,A1,14,4,0.08494903347953404,0.0002698801826983541,0.22999794407909638
llama-3.3-70b,A1,15,4,0.08405247031204016,0.0003554638982757063,0.21104599241701244
llama-3.3-70b,A1,16,3,0.03652624527675032,0.00029969698670220785,0.09849339146517244
llama-3.3-70b,A1,17,1,0.14732944585207902,0.14732944585207902,0.14732944585207902
llama-3.3-70b,A1,18,1,0.0003847407421297459,0.0003847407421297459,0.0003847407421297459
llama-3.3-70b,A1,19,1,0.0724538639191274,0.0724538639191274,0.0724538639191274
llama-3.3-70b,A2,-9,1,7.684386180610541e-05,7.684386180610541e-05,7.684386180610541e-05
llama-3.3-70b,A2,-8,15,0.009317926408918452,8.327029056913652e-05,0.027784658836500272
llama-3.3-70b,A2,-7,17,0.10728604207750746,0.06561152125156611,0.14494936866661706
llama-3.3-70b,A2,-6,20,0.06314202385028184,0.022128352371355093,0.11506851659401096
llama-3.3-70b,A2,-5,17,0.24671797122133088,0.17797258323633572,0.3202301215332932
llama-3.3-70b,A2,-4,20,0.057869669105513645,0.015085947021259885,0.10423291004955851
llama-3.3-70b,A2,-3,19,0.3659601803832903,0.2583234845901768,0.4760422758121668
llama-3.3-70b,A2,-2,19,0.08338032256948223,0.0005437972971970818,0.17209223163941956
llama-3.3-70b,A2,-1,20,0.40200121347657003,0.2806682509767853,0.531491070979563
llama-3.3-70b,A2,0,20,0.07944085015879569,0.014417101419842782,0.16627665011398618
llama-3.3-70b,A2,1,19,0.3570869244941373,0.25441568489248595,0.4589332592844277
llama-3.3-70b,A2,2,20,0.06558752318963117,0.010324207471770734,0.13151535231812864
llama-3.3-70b,A2,3,18,0.2507772399951619,0.17036918336190673,0.3360667346465534
llama-3.3-70b,A2,4,17,0.04930288421187051,0.0005358471455666181,0.11037179604237402
llama-3.3-70b,A2,5,20,0.14296570178607587,0.09027297136363943,0.19329836084894506
llama-3.3-70b,A2,6,16,0.06983925477153033,0.025196229257161987,0.1252702046924352
llama-3.3-70b,A2,7,15,0.1577279823604117,0.08782320780080378,0.23152250512710215
llama-3.3-70b,A2,8,15,0.12937344197719478,0.044326656431601955,0.23199507769184902
llama-3.3-70b,A2,9,12,0.18255750863538017,0.10143302256706616,0.26794466699576963
llama-3.3-70b,A2,10,11,0.04616047772974307,0.0004799088293144897,0.1286110935927058
llama-3.3-70b,A2,11,9,0.19357724588692177,0.10654342440498624,0.2826613527636576
llama-3.3-70b,A2,12,6,0.0007173690581865323,0.0003178682893887199,0.0012456952136087084
llama-3.3-70b,A2,13,5,0.16448726025417212,0.06339134203673824,0.3103944421901603
llama-3.3-70b,A2,14,4,0.14967404346676944,0.0003827974456219562,0.44822526674846375
llama-3.3-70b,A2,15,4,0.1687799546842115,0.04938823246969125,0.30848261667539045
llama-3.3-70b,A2,16,4,0.019241093384605674,0.00046593418635870303,0.05676235239100239
llama-3.3-70b,A2,17,2,0.15833103073505822,0.13085563700619912,0.18580642446391732
llama-3.3-70b,A2,18,1,0.0003375136496836491,0.0003375136496836491,0.0003375136496836491
llama-3.3-70b,A2,19,1,0.1347677448967034,0.1347677448967034,0.1347677448967034
qwen3-235b,A1,-7,20,0.004348848287164325,0.0039014011691931782,0.004878577297827584
qwen3-235b,A1,-6,20,0.13986109155131354,0.1375748477948025,0.1426730167088557
qwen3-235b,A1,-5,20,0.041264965629013876,0.04048543562724383,0.041658290681326336
qwen3-235b,A1,-4,20,0.10934758629222431,0.10930802085873667,0.10940034020354117
qwen3-235b,A1,-3,20,0.04938996194761946,0.049377614717386664,0.04939891157043803
qwen3-235b,A1,-2,20,0.3648539813383794,0.3648539802358069,0.3648539818896656
qwen3-235b,A1,-1,20,0.5871386811572168,0.5803356570458603,0.5898637746299694
qwen3-235b,A1,0,20,0.48875618819545513,0.482761402812902,0.4917535808867317
qwen3-235b,A1,1,20,0.7227337591324945,0.695158362480953,0.7476193124037
qwen3-235b,A1,2,20,0.5963106071129088,0.525004312951285,0.6637853248416543
qwen3-235b,A1,3,20,0.7259072585967954,0.6855770507696681,0.7662982887336557
qwen3-235b,A1,4,20,0.7250290668799344,0.6824621980065021,0.7615495168476635
qwen3-235b,A1,5,20,0.6884259675112304,0.616274321307045,0.7359828619677189
qwen3-235b,A1,6,20,0.3364781383879213,0.22088891630518545,0.4727508865468728
qwen3-235b,A1,7,20,0.2711354615525293,0.12138915164551112,0.42158471175060164
qwen3-235b,A1,8,20,0.5426596638053354,0.47814356631747745,0.605020049916751
qwen3-235b,A1,9,20,0.18169580185642029,0.07266319238254354,0.3262754950038657
qwen3-235b,A1,10,7,0.5314880790753803,0.4257964764100277,0.6494214812201101
qwen3-235b,A1,11,7,0.552330472998542,0.49585666944914997,0.624834212958303
qwen3-235b,A1,12,7,0.5473152385664865,0.4118381022820566,0.6376473366093512
qwen3-235b,A1,13,7,0.47620753457721393,0.29639915037797787,0.5877523506766527
qwen3-235b,A1,14,7,0.5130597290975296,0.4242232933989971,0.5734789993330598
qwen3-235b,A1,15,7,0.5667573049691838,0.4180287916880593,0.6798797970174747
qwen3-235b,A1,16,7,0.322632970220005,0.1844256337570767,0.43873974886121986
qwen3-235b,A1,17,7,0.48977057367142246,0.3412773752610667,0.617734430060512
qwen3-235b,A1,18,7,0.462247382318193,0.23748126677165138,0.7067219885494641
qwen3-235b,A1,19,5,0.6610342821549007,0.5785237393372322,0.7332281302830719
qwen3-235b,A1,20,5,0.4579733773676281,0.4368364154360712,0.48046947829948505
qwen3-235b,A1,21,5,0.1578658590998812,0.03477776452447931,0.40037025465612014
qwen3-235b,A1,22,1,0.27811352731177846,0.27811352731177846,0.27811352731177846
qwen3-235b,A2,-7,20,0.24217910311667123,0.24217910311667123,0.24217910311667123
qwen3-235b,A2,-6,20,0.06579630988783915,0.06542418795984767,0.06598342936426514
qwen3-235b,A2,-5,20,0.11683290667903963,0.11683290667903963,0.11683290667903963
qwen3-235b,A2,-4,20,0.09478443038781069,0.09206028791918623,0.09782087668965712
qwen3-235b,A2,-3,20,0.14174462144562208,0.12608056406055576,0.15740065338014952
qwen3-235b,A2,-2,20,0.5249334823922377,0.5065450155596637,0.5433219492248116
qwen3-235b,A2,-1,20,0.450013277246116,0.4483069358033619,0.4517196186888702
qwen3-235b,A2,0,20,0.5281164420900843,0.5174966150852487,0.538735001793141
qwen3-235b,A2,1,20,0.5148642378517702,0.4523509398261137,0.5750851539514577
qwen3-235b,A2,2,20,0.45642829596633644,0.41225247408242155,0.5051436415467515
qwen3-235b,A2,3,20,0.4644675492791801,0.42478405171054956,0.5054008218964818
qwen3-235b,A2,4,20,0.3747029180798291,0.26738303926086515,0.4654367717703921
qwen3-235b,A2,5,20,0.4307768994924059,0.34138212905627624,0.5122888494910471
qwen3-235b,A2,6,20,0.42392970516038,0.35093520685708285,0.4925605152079223
qwen3-235b,A2,7,20,0.22778635191715962,0.17746338197090333,0.2826062221295106
qwen3-235b,A2,8,20,0.44532308002913373,0.3723830033964083,0.5139151560926245
qwen3-235b,A2,9,20,0.19394325392218734,0.10501373359302581,0.2978833554604657
qwen3-235b,A2,10,7,0.5155303004588729,0.4838722495523459,0.5496773571330442
qwen3-235b,A2,11,7,0.5433796721654721,0.5214657801732965,0.5654523646411705
qwen3-235b,A2,12,7,0.530683397712601,0.40368326980765995,0.641844271063816
qwen3-235b,A2,13,7,0.5402125060864522,0.49100114033511405,0.5913870316097316
qwen3-235b,A2,14,7,0.5753926047028908,0.5092202194189495,0.6515703542560022
qwen3-235b,A2,15,7,0.5542304156703535,0.485824960266927,0.6191977773940619
qwen3-235b,A2,16,7,0.5810852287464127,0.5553379455385237,0.6071873511261446
qwen3-235b,A2,17,7,0.5827993180083042,0.5327537738698725,0.6373495075383879
qwen3-235b,A2,18,7,0.6966509099473637,0.650240988117825,0.7450137930320314
qwen3-235b,A2,19,5,0.46231246957812766,0.4101783617585866,0.5144461038649158
qwen3-235b,A2,20,5,0.5966075035876073,0.5770738609848461,0.6128656488989499
qwen3-235b,A2,21,5,0.7870107991227163,0.7067010965454533,0.8417024585456906
qwen3-235b,A2,22,1,0.05332879401972782,0.05332879401972782,0.05332879401972782
