model,condition,seed,threshold_h,alarm_turn,tau_read,delay,pelt_breakpoints
llama-3.3-70b,base,16,7.928344296265063,,,,6
llama-3.3-70b,base,17,7.928344296265063,,,,
llama-3.3-70b,base,18,7.928344296265063,,,,
llama-3.3-70b,base,19,7.928344296265063,,,,
llama-3.3-70b,base,20,7.928344296265063,,,,
llama-3.3-70b,placebo,1,7.928344296265063,,,,6|16
llama-3.3-70b,placebo,2,7.928344296265063,,,,6|11
llama-3.3-70b,placebo,3,7.928344296265063,,,,6|11
llama-3.3-70b,placebo,4,7.928344296265063,,,,16
llama-3.3-70b,placebo,5,7.928344296265063,,,,16
llama-3.3-70b,placebo,6,7.928344296265063,,,,
llama-3.3-70b,placebo,7,7.928344296265063,,,,6|11
llama-3.3-70b,placebo,8,7.928344296265063,,,,
llama-3.3-70b,placebo,9,7.928344296265063,,,,6|11
llama-3.3-70b,placebo,10,7.928344296265063,,,,
llama-3.3-70b,placebo,11,7.928344296265063,,,,16
llama-3.3-70b,placebo,12,7.928344296265063,,,,
llama-3.3-70b,placebo,13,7.928344296265063,,,,
llama-3.3-70b,placebo,14,7.928344296265063,,,,6
llama-3.3-70b,placebo,15,7.928344296265063,,,,6|11
llama-3.3-70b,placebo,16,7.928344296265063,,,,
llama-3.3-70b,placebo,17,7.928344296265063,,,,6|11
llama-3.3-70b,placebo,18,7.928344296265063,,,,
llama-3.3-70b,placebo,19,7.928344296265063,10.0,,,6|11|16
llama-3.3-70b,placebo,20,7.928344296265063,,,,
llama-3.3-70b,switch,1,7.928344296265063,,9.0,,
llama-3.3-70b,switch,2,7.928344296265063,,9.0,,6|11
llama-3.3-70b,switch,3,7.928344296265063,,9.0,,16
llama-3.3-70b,switch,4,7.928344296265063,,9.0,,
llama-3.3-70b,switch,5,7.928344296265063,,9.0,,
llama-3.3-70b,switch,6,7.928344296265063,,9.0,,6
llama-3.3-70b,switch,7,7.928344296265063,,9.0,,11
llama-3.3-70b,switch,8,7.928344296265063,,9.0,,
llama-3.3-70b,switch,9,7.928344296265063,,8.0,,
llama-3.3-70b,switch,10,7.928344296265063,,9.0,,
llama-3.3-70b,switch,11,7.928344296265063,,9.0,,
llama-3.3-70b,switch,12,7.928344296265063,,9.0,,6|16
llama-3.3-70b,switch,13,7.928344296265063,,9.0,,
llama-3.3-70b,switch,14,7.928344296265063,,9.0,,
llama-3.3-70b,switch,15,7.928344296265063,,9.0,,
llama-3.3-70b,switch,16,7.928344296265063,,9.0,,
llama-3.3-70b,switch,17,7.928344296265063,,9.0,,
llama-3.3-70b,switch,18,7.928344296265063,,9.0,,
llama-3.3-70b,switch,19,7.928344296265063,,9.0,,
llama-3.3-70b,switch,20,7.928344296265063,,8.0,,
qwen3-235b,base,1,7.2693708452152945,,,,
qwen3-235b,base,2,7.2693708452152945,,,,
qwen3-235b,base,3,7.2693708452152945,,,,
qwen3-235b,base,4,7.2693708452152945,,,,
qwen3-235b,base,5,7.2693708452152945,,,,
qwen3-235b,base,6,7.2693708452152945,12.0,,,6|16
qwen3-235b,base,7,7.2693708452152945,,,,
qwen3-235b,base,8,7.2693708452152945,,,,
qwen3-235b,base,9,7.2693708452152945,,,,
qwen3-235b,base,10,7.2693708452152945,,,,
qwen3-235b,base,11,7.2693708452152945,,,,
qwen3-235b,base,12,7.2693708452152945,,,,
qwen3-235b,base,13,7.2693708452152945,,,,
qwen3-235b,base,14,7.2693708452152945,,,,
qwen3-235b,base,15,7.2693708452152945,,,,
qwen3-235b,base,16,7.2693708452152945,,,,
qwen3-235b,base,17,7.2693708452152945,,,,
qwen3-235b,base,18,7.2693708452152945,,,,
qwen3-235b,base,19,7.2693708452152945,,,,
qwen3-235b,base,20,7.2693708452152945,,,,
qwen3-235b,placebo,1,7.2693708452152945,,,,6
qwen3-235b,placebo,2,7.2693708452152945,,,,16
qwen3-235b,placebo,3,7.2693708452152945,15.0,,,11
qwen3-235b,placebo,4,7.2693708452152945,,,,6
qwen3-235b,placebo,5,7.2693708452152945,11.0,,,6|11|16
qwen3-235b,placebo,6,7.2693708452152945,,,,6
qwen3-235b,placebo,7,7.2693708452152945,,,,6|11
qwen3-235b,placebo,8,7.2693708452152945,14.0,,,6
qwen3-235b,placebo,9,7.2693708452152945,,,,
qwen3-235b,placebo,10,7.2693708452152945,,,,6
qwen3-235b,placebo,11,7.2693708452152945,,,,
qwen3-235b,placebo,12,7.2693708452152945,14.0,,,11|16
qwen3-235b,placebo,13,7.2693708452152945,8.0,,,
qwen3-235b,placebo,14,7.2693708452152945,15.0,,,6
qwen3-235b,placebo,15,7.2693708452152945,,,,6
qwen3-235b,placebo,16,7.2693708452152945,10.0,,,6|11
qwen3-235b,placebo,17,7.2693708452152945,14.0,,,11|16
qwen3-235b,placebo,18,7.2693708452152945,,,,6
qwen3-235b,placebo,19,7.2693708452152945,13.0,,,6
qwen3-235b,placebo,20,7.2693708452152945,15.0,,,6
qwen3-235b,switch,1,7.2693708452152945,,8.0,,11
qwen3-235b,switch,2,7.2693708452152945,,8.0,,
qwen3-235b,switch,3,7.2693708452152945,8.0,8.0,0.0,6
qwen3-235b,switch,4,7.2693708452152945,11.0,8.0,3.0,
qwen3-235b,switch,5,7.2693708452152945,,8.0,,
qwen3-235b,switch,6,7.2693708452152945,11.0,8.0,3.0,6
qwen3-235b,switch,7,7.2693708452152945,,8.0,,
qwen3-235b,switch,8,7.2693708452152945,14.0,8.0,6.0,6
qwen3-235b,switch,9,7.2693708452152945,,8.0,,6
qwen3-235b,switch,10,7.2693708452152945,13.0,8.0,5.0,11|16
qwen3-235b,switch,11,7.2693708452152945,,8.0,,
qwen3-235b,switch,12,7.2693708452152945,14.0,8.0,6.0,6
qwen3-235b,switch,13,7.2693708452152945,,8.0,,
qwen3-235b,switch,14,7.2693708452152945,,8.0,,6
qwen3-235b,switch,15,7.2693708452152945,,8.0,,6
qwen3-235b,switch,16,7.2693708452152945,11.0,8.0,3.0,
qwen3-235b,switch,17,7.2693708452152945,,8.0,,
qwen3-235b,switch,18,7.2693708452152945,14.0,8.0,6.0,6|16
qwen3-235b,switch,19,7.2693708452152945,,8.0,,6|11
qwen3-235b,switch,20,7.2693708452152945,,8.0,,
