model,condition,turn,metric,mean,ci_low,ci_high,n_runs
llama-3.3-70b,base,19,H_decision,0.027338031455001653,0.006061463201089277,0.0555222967030996,20
llama-3.3-70b,base,20,H_decision,0.0602019617300197,0.02163018007731573,0.12139900109674935,20
llama-3.3-70b,base,21,H_decision,0.026223428631006275,0.006169407433998816,0.058321516940526445,20
llama-3.3-70b,base,22,H_decision,0.05446141075706843,0.01467263345998844,0.10573968134782769,20
llama-3.3-70b,base,23,H_decision,0.043794658244120155,0.01129252449665589,0.09258266106324815,20
llama-3.3-70b,base,24,H_decision,0.04524653236828753,0.01461136346410469,0.08514766306618092,20
llama-3.3-70b,base,25,H_decision,0.041946798149313146,0.010117638368855396,0.0922174839440707,20
llama-3.3-70b,base,26,H_decision,0.08703290041003876,0.03428695971761399,0.1459727999296634,20
llama-3.3-70b,base,27,H_decision,0.0642781430199055,0.004576572242601486,0.14875798398774348,20
llama-3.3-70b,base,28,H_decision,0.09861684574731314,0.03129282547262449,0.18059618413010717,20
llama-3.3-70b,base,29,H_decision,0.044443901405770515,0.004400300817490062,0.0978765322248446,20
llama-3.3-70b,base,30,H_decision,0.021343223729252327,0.0002029469382638903,0.04552485463712217,20
llama-3.3-70b,switch,1,H_decision,0.0,0.0,0.0,20
llama-3.3-70b,switch,2,H_decision,0.25977603456311754,0.14248657286967192,0.3766825497727128,19
llama-3.3-70b,switch,3,H_decision,0.0,0.0,0.0,20
llama-3.3-70b,switch,4,H_decision,0.2766954550311493,0.1935754677726987,0.3615251977474453,20
llama-3.3-70b,switch,5,H_decision,0.007165307479714539,0.0,0.021495922145250517,20
llama-3.3-70b,switch,6,H_decision,0.25598397814314283,0.14621022145349954,0.3711052984180271,20
llama-3.3-70b,switch,7,H_decision,3.182871730137468e-05,0.0,9.548615190412403e-05,20
llama-3.3-70b,switch,8,H_decision,0.06289449478555077,0.015969229795676353,0.1226427554715365,20
llama-3.3-70b,switch,9,H_decision,4.792275493640796e-05,0.0,0.0001214819643433514,20
llama-3.3-70b,switch,10,H_decision,0.0851436458703759,0.03364827559042073,0.14549510714517153,19
llama-3.3-70b,switch,11,H_decision,0.0021427559079970943,0.0,0.006420295437750497,20
llama-3.3-70b,switch,12,H_decision,0.06253679651224511,0.010484572124276906,0.13247243071688494,20
llama-3.3-70b,switch,13,H_decision,0.02044979949851216,0.0,0.06134470443293796,20
llama-3.3-70b,switch,14,H_decision,0.03019743364696221,0.006766486751659277,0.05939545657109956,20
llama-3.3-70b,switch,15,H_decision,0.006598803572927178,1.915627698451341e-07,0.01852734830192029,20
llama-3.3-70b,switch,16,H_decision,0.041863405650780144,0.0033389732924871698,0.10512880896349885,20
llama-3.3-70b,switch,17,H_decision,0.05436354707231923,8.51183534989047e-08,0.11420612860113837,20
llama-3.3-70b,switch,18,H_decision,0.0034356789172643046,0.0,0.00940044051956555,20
llama-3.3-70b,switch,19,H_decision,0.018034547512371518,0.0,0.052954357643280305,19
llama-3.3-70b,switch,20,H_decision,0.023170234224855656,1.944793390691075e-07,0.06943653516336001,19
llama-3.3-70b,switch,21,H_decision,0.040438448034556984,0.0,0.12125646582447486,12
llama-3.3-70b,switch,22,H_decision,0.00027493643523866676,0.0,0.0008248088277218162,12
llama-3.3-70b,switch,23,H_decision,0.0013211149330302058,0.0,0.003874328553767693,9
llama-3.3-70b,switch,24,H_decision,1.5794901922644516e-06,0.0,4.738470576793354e-06,7
llama-3.3-70b,switch,25,H_decision,0.0465614089664257,0.0,0.13968422689927712,5
llama-3.3-70b,switch,26,H_decision,9.445228790983356e-05,0.0,0.00028335686372950064,5
llama-3.3-70b,switch,27,H_decision,0.072087273330361,0.0,0.21626181999108302,5
llama-3.3-70b,placebo,1,H_decision,0.0,0.0,0.0,20
llama-3.3-70b,placebo,2,H_decision,0.2376714947761102,0.12402476207068584,0.35114586132477554,20
llama-3.3-70b,placebo,3,H_decision,0.0,0.0,0.0,20
llama-3.3-70b,placebo,4,H_decision,0.3581171626235525,0.26214001834759526,0.4495390695108318,20
llama-3.3-70b,placebo,5,H_decision,0.0014655520988354613,0.0,0.004396656296506384,20
llama-3.3-70b,placebo,6,H_decision,0.2913735072611102,0.1764693100642226,0.41786171117827187,20
llama-3.3-70b,placebo,7,H_decision,0.0,0.0,0.0,20
llama-3.3-70b,placebo,8,H_decision,0.2228279092899549,0.14249343249788887,0.31083792899677126,20
llama-3.3-70b,placebo,9,H_decision,0.010648419913891274,0.0,0.031530848630508874,20
llama-3.3-70b,placebo,10,H_decision,0.09055119255193199,0.03596668524333741,0.1603843197910941,20
llama-3.3-70b,placebo,11,H_decision,0.007684624146605925,0.0,0.023053872439817776,20
llama-3.3-70b,placebo,12,H_decision,0.06291557433322513,0.022621432494206926,0.11716143017608541,20
llama-3.3-70b,placebo,13,H_decision,0.02498272285387851,0.0,0.07494802563940944,20
llama-3.3-70b,placebo,14,H_decision,0.03780166429641703,0.008949560995244623,0.07289836409830101,20
llama-3.3-70b,placebo,15,H_decision,1.7795169872426636e-05,0.0,5.3313280991212173e-05,20
llama-3.3-70b,placebo,16,H_decision,0.10965682135532742,0.03836864656868614,0.19382582359470765,20
llama-3.3-70b,placebo,17,H_decision,0.0002034909867049599,0.0,0.0005584921403216594,20
llama-3.3-70b,placebo,18,H_decision,0.06045593646621259,0.004861310296909955,0.14064358670460367,20
llama-3.3-70b,placebo,19,H_decision,0.030545437439642324,0.0,0.08254995073318758,20
llama-3.3-70b,placebo,20,H_decision,0.060602916848117215,0.009294928283641164,0.11738702469439431,20
llama-3.3-70b,placebo,21,H_decision,0.003348201171542614,0.0,0.008418499630592113,20
llama-3.3-70b,placebo,22,H_decision,0.03175251344836312,0.005344609293329309,0.07456361249306251,20
llama-3.3-70b,placebo,23,H_decision,0.024597191643059468,2.9016430436482967e-05,0.07223449828440841,20
llama-3.3-70b,placebo,24,H_decision,0.004461376203986633,0.0016480901385044519,0.007923838092796835,20
llama-3.3-70b,placebo,25,H_decision,0.03440221711416408,0.0013087872942948715,0.08976496744281255,20
llama-3.3-70b,placebo,26,H_decision,0.057630625283157336,0.004231634532100357,0.12392846999008388,20
llama-3.3-70b,placebo,27,H_decision,0.0402453696641895,0.00011899900901680064,0.09804900921941463,20
llama-3.3-70b,placebo,28,H_decision,0.08130395735936721,0.023249655059968184,0.149441965447012,20
llama-3.3-70b,placebo,29,H_decision,0.0044676971650415625,9.793706810452363e-05,0.010702455588854387,19
llama-3.3-70b,placebo,30,H_decision,0.010947352352067332,0.0,0.029352873872027462,16
qwen3-235b,base,1,H_decision,0.05340621479753822,0.05340621479753822,0.05340621479753822,20
qwen3-235b,base,2,H_decision,0.1449587529440063,0.14277575732239586,0.14606112011532027,20
qwen3-235b,base,3,H_decision,0.20948551139088414,0.1777492132135646,0.2603661077784932,20
qwen3-235b,base,4,H_decision,1.2175636338012923,1.1640105262716665,1.268594595915063,20
qwen3-235b,base,5,H_decision,0.48335265047198916,0.36263774195638665,0.6044920495284121,20
qwen3-235b,base,6,H_decision,0.7038011423923528,0.6153654269040525,0.778473597075891,20
qwen3-235b,base,7,H_decision,0.6492761786486957,0.5465670867340354,0.7463890129853464,20
qwen3-235b,base,8,H_decision,0.5520497518302904,0.4411676863496275,0.6672726110113729,20
qwen3-235b,base,9,H_decision,0.6249225975204189,0.5648837171349937,0.6926389011724812,20
qwen3-235b,base,10,H_decision,0.6110269024278807,0.5115699570791247,0.709934694502804,20
qwen3-235b,base,11,H_decision,0.5242408743546328,0.44560356921264666,0.6071161883673784,20
qwen3-235b,base,12,H_decision,0.4991884940111714,0.38908897487685257,0.6170730283564457,20
qwen3-235b,base,13,H_decision,0.5454771668071916,0.4711751734219159,0.6345402461111583,20
qwen3-235b,base,14,H_decision,0.591748718461819,0.4987184309711459,0.6962949133817252,20
qwen3-235b,base,15,H_decision,0.5948160553489866,0.5147890180757799,0.6818260458627148,20
qwen3-235b,base,16,H_decision,0.5858402017188868,0.5140929061556369,0.6520041844519519,20
qwen3-235b,base,17,H_decision,0.5387984877415725,0.44865103295072817,0.6220366772404804,20
qwen3-235b,base,18,H_decision,0.48466921519671163,0.4171459706089277,0.5558745531560167,20
qwen3-235b,base,19,H_decision,0.4865676206438795,0.4295281828124278,0.5407188665512676,20
qwen3-235b,base,20,H_decision,0.6950537419848628,0.6138937644751629,0.7739254619723689,20
qwen3-235b,base,21,H_decision,0.5625358485147635,0.490235076560704,0.6309247047845322,20
qwen3-235b,base,22,H_decision,0.5694684194484254,0.4987929520971233,0.6441665082649027,20
qwen3-235b,base,23,H_decision,0.5521068953474386,0.48906271688681474,0.6177165313437157,20
qwen3-235b,base,24,H_decision,0.5506461609340161,0.4573922211505015,0.6481665891963613,20
qwen3-235b,base,25,H_decision,0.5562924197098473,0.4888171229779936,0.6196470224195316,20
qwen3-235b,base,26,H_decision,0.5425140038507956,0.45574064143039383,0.6392688418982616,20
qwen3-235b,base,27,H_decision,0.6478010563311531,0.564524263700339,0.7340574349658381,20
qwen3-235b,base,28,H_decision,0.6796375814050718,0.5923390469708472,0.7637198490377505,20
qwen3-235b,base,29,H_decision,0.6644595434176066,0.5809712246347734,0.7371735566733697,20
qwen3-235b,base,30,H_decision,0.5996989516312216,0.5038697440837802,0.6949114587921698,20
qwen3-235b,switch,1,H_decision,0.05340621479753822,0.05340621479753822,0.05340621479753822,20
qwen3-235b,switch,2,H_decision,0.14547732296964655,0.144333432399291,0.1460492682548243,20
qwen3-235b,switch,3,H_decision,0.18691888706791812,0.16816302881829331,0.21504285033489162,20
qwen3-235b,switch,4,H_decision,1.2042830677861596,1.1297501495659008,1.2808735431559177,20
qwen3-235b,switch,5,H_decision,0.36857440503287403,0.23981317630104412,0.5051697569211757,20
qwen3-235b,switch,6,H_decision,0.7659761792163654,0.6510462167876984,0.8787089637547147,20
qwen3-235b,switch,7,H_decision,0.617796490360729,0.5073107385017047,0.7324122301401297,20
qwen3-235b,switch,8,H_decision,0.6458091393531732,0.5394164192412368,0.7588988729493518,20
qwen3-235b,switch,9,H_decision,1.1488809260440287,1.0396198491577044,1.2687007268889143,20
qwen3-235b,switch,10,H_decision,0.8520904041584443,0.6937425867059819,1.02284024771211,20
qwen3-235b,switch,11,H_decision,0.947195524281731,0.7814473977840829,1.104123300411404,20
qwen3-235b,switch,12,H_decision,0.8303551960680667,0.6459994159139392,1.0051725969596057,17
qwen3-235b,switch,13,H_decision,0.9254953410275484,0.786204025179496,1.0691928466421545,17
qwen3-235b,switch,14,H_decision,0.9738331529036328,0.8094706998174787,1.125637530814312,16
qwen3-235b,switch,15,H_decision,0.7692307851081938,0.6056624360542731,0.9309157277207577,15
qwen3-235b,switch,16,H_decision,1.0468839039520637,0.8987873380382633,1.208504647316558,13
qwen3-235b,switch,17,H_decision,0.7720623428721486,0.5344555211593061,1.0230190868146993,12
qwen3-235b,switch,18,H_decision,0.7832505808377311,0.566060427587986,0.9895347459804231,12
qwen3-235b,switch,19,H_decision,0.9120632560876705,0.7444560329898839,1.0844255958897226,12
qwen3-235b,switch,20,H_decision,0.8639483097119395,0.7003921462968905,1.0598479765320221,12
qwen3-235b,placebo,1,H_decision,0.053608841145136,0.05340621479753822,0.05401409384033153,20
qwen3-235b,placebo,2,H_decision,0.1460492682548243,0.1460492682548243,0.1460492682548243,20
qwen3-235b,placebo,3,H_decision,0.18314983748658054,0.16436650584748813,0.21235696650263144,20
qwen3-235b,placebo,4,H_decision,1.189978844140797,1.119907423956511,1.2611222676406932,20
qwen3-235b,placebo,5,H_decision,0.41555825596052376,0.2660487205688989,0.583708318128997,20
qwen3-235b,placebo,6,H_decision,0.7214784381626411,0.6434929757391812,0.8062119656253225,20
qwen3-235b,placebo,7,H_decision,0.7857314254706902,0.7010811164305237,0.8736483675956851,20
qwen3-235b,placebo,8,H_decision,0.6985167468804778,0.5800777224346025,0.8164905918982958,20
qwen3-235b,placebo,9,H_decision,1.2353724804109878,1.1113179148819852,1.3405580276279625,20
qwen3-235b,placebo,10,H_decision,1.0201569502554217,0.8986080576561185,1.146373784722488,20
qwen3-235b,placebo,11,H_decision,0.8701965658628686,0.6868824370120655,1.0378336366061762,19
qwen3-235b,placebo,12,H_decision,0.8451083430352582,0.6632146655012973,1.017528859988725,18
qwen3-235b,placebo,13,H_decision,0.9984701647441573,0.8385351632420536,1.1585527731033112,17
qwen3-235b,placebo,14,H_decision,0.9328656643694319,0.7421716332794306,1.1134904284032703,14
qwen3-235b,placebo,15,H_decision,1.033645564571539,0.853015864189847,1.2121304163991422,12
qwen3-235b,placebo,16,H_decision,0.9045385027401646,0.7408858901691683,1.070110007524988,11
qwen3-235b,placebo,17,H_decision,0.8378505595643989,0.654195144628041,0.9834177175306824,11
qwen3-235b,placebo,18,H_decision,0.7808229267062716,0.5399272249465304,0.9844451581144963,10
qwen3-235b,placebo,19,H_decision,0.6490781941225512,0.4695708330650727,0.8340496600132623,9
qwen3-235b,placebo,20,H_decision,0.7060064608928098,0.5219672657734362,0.8771452189448845,8
qwen3-235b,placebo,21,H_decision,0.622868327196145,0.5241233386532513,0.7122020309284485,8
qwen3-235b,placebo,22,H_decision,0.7177813562866464,0.6004417023898261,0.8402150055610611,8
qwen3-235b,placebo,23,H_decision,0.7234994234750927,0.5715927659953753,0.8792259124628833,8
qwen3-235b,placebo,24,H_decision,0.8034734547165813,0.6798743029337384,0.9375635619822796,8
qwen3-235b,placebo,25,H_decision,0.8411850771587683,0.6428530441387132,1.0328763148754652,8
qwen3-235b,placebo,26,H_decision,0.6006463769762743,0.4042932789553832,0.7917974386729967,8
qwen3-235b,placebo,27,H_decision,0.7282206860388529,0.5066208719448952,0.9476765827468151,8
qwen3-235b,placebo,28,H_decision,0.9181558428439243,0.701825972431603,1.1578494409187328,8
qwen3-235b,placebo,29,H_decision,1.1250294278777908,0.8305819687155029,1.34151595397773,7
qwen3-235b,placebo,30,H_decision,0.9849078807472228,0.6478381543480579,1.2950735952451882,5
